"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARUN SHANKAR SHUKLA","2 - BRAJESH PATHAK","3 - SUKHDEV","4 - SWAMI SACHCHIDANAND HARI SAKSHI","5 - SUMIT TEWARI","6 - ANIL KUMAR MISHRA","7 - SHALU DHARMENDRA","8 - ANIL KUMAR CHAUDHARY","9 - ANNU TANDON","10 - ARVIND KUMAR","11 - ROOP NARAYAN SINGH","12 - GIRJA SHANKAR RAJU","13 - SHIVNATH","14 - RAKESH KUMAR","15 - ANIL KUMAR","16 - RAMESHWAR","17 - MOHAMMAD AMIR KHAN","18 - RAJNIKANT","19 - SHIVKANT","20 - AKHILESH KUMAR","21 - CHETRAM PASI","22 - None of the Above","Total Votes Secured"
307,"P.S. SARAY JOGA R.N. 1",518,393,0,911,319,248,0,567,457,0,142,63,1,135,2,0,0,7,191,1,1,5,3,1,0,3,4,2,0,3,0,3,567
308,"P.S. SARAY JOGA R.N. 2",629,510,0,1139,327,239,0,566,559,0,75,109,0,158,2,2,0,3,182,0,1,2,2,1,1,7,8,2,2,3,1,5,566
309,"P.S. KUSHAHRI",518,449,0,967,352,319,0,671,280,0,59,169,3,250,1,6,2,9,140,2,1,4,2,2,2,4,3,1,0,2,5,4,671
310,"P.S. MAHNAURA R.N. 1",568,429,0,997,343,273,0,616,45,0,47,133,2,353,1,1,0,0,60,1,1,1,1,3,0,1,1,1,5,1,3,0,616
311,"P.S. MAHNAURA R.N. 2",458,391,0,849,274,204,0,478,142,0,19,181,5,164,1,1,2,9,58,2,0,2,1,3,1,6,5,2,2,3,4,7,478
312,"P.S. ASHAKHEDA R.N. 1",834,646,0,1480,505,360,0,865,858,0,116,125,3,336,0,0,0,7,242,3,0,2,2,5,0,6,3,3,3,4,3,2,865
313,"P.S. ASHAKHEDA R.N. 2",183,165,0,348,131,94,0,225,220,0,51,24,1,85,1,0,0,3,51,0,0,3,0,0,0,2,0,1,1,0,0,2,225
314,"J.H.S. ASHAKHEDA",757,560,0,1317,491,318,0,809,151,0,189,111,6,272,3,1,1,5,193,0,1,5,2,3,2,5,2,3,1,2,0,2,809
315,"P.S. BICHPARI",208,179,0,387,136,115,0,251,103,0,11,103,1,30,1,0,0,2,87,1,1,0,0,0,0,6,3,0,0,0,1,4,251
316,"P.S. NATHIKHEDA",470,379,0,849,308,238,0,546,546,0,127,155,1,108,2,1,0,4,116,1,1,0,3,1,1,7,3,8,3,1,0,3,546
317,"P.S. BHAISORA",864,716,0,1580,510,390,0,900,880,0,50,127,3,445,1,2,2,2,226,4,0,2,6,2,4,3,3,6,0,5,2,5,900
318,"P.S. KAPURKHEDA",273,217,0,490,184,159,0,343,343,0,34,49,0,136,1,0,0,2,106,2,0,1,2,1,0,3,1,2,0,0,1,2,343
319,"P.S. RUDVARA",507,411,0,918,346,249,0,595,595,0,14,57,1,425,2,1,1,5,74,2,1,4,1,0,0,1,1,0,0,3,0,2,595
320,"P.S. MOHAMMADPUR",294,232,0,526,197,151,0,348,226,0,72,68,4,95,3,0,0,5,74,1,0,3,1,7,4,2,1,1,2,1,3,1,348
321,"P.S. NANDAUHA",403,323,0,726,264,196,0,460,459,0,10,126,0,264,3,0,2,7,18,2,2,3,3,6,1,5,0,0,3,2,0,3,460
322,"P.S. ARJUNAMAU",606,537,0,1143,404,314,0,718,718,0,13,152,1,491,2,1,1,2,18,7,0,5,2,3,0,6,1,2,3,5,3,0,718
323,"P.S. SARAUTI",430,411,0,841,306,283,0,589,589,0,33,175,4,243,2,1,2,3,64,20,4,6,3,6,1,9,1,0,2,6,3,1,589
324,"P.S. MIRJAPUR",338,269,0,607,238,189,0,427,427,0,30,108,0,160,0,2,0,2,109,1,1,4,0,0,0,2,3,1,0,1,2,1,427
325,"P.S. RASOOLPUR",501,426,0,927,348,286,0,634,632,0,33,178,0,344,2,0,0,2,30,1,0,1,7,3,1,12,2,7,5,3,1,2,634
326,"P.S. SOHRAMAU R.N.1",493,425,0,918,354,244,0,598,582,0,23,178,0,285,0,0,0,1,94,0,1,1,0,3,0,5,3,0,1,2,0,1,598
327,"P.S. SOHRAMAU R.N.2",752,604,0,1356,436,356,0,792,735,0,109,121,2,370,1,0,1,7,160,3,1,3,1,2,0,1,4,0,0,1,0,5,792
328,"P.S. HASANAPUR",516,400,0,916,369,266,0,635,635,0,140,164,2,204,1,1,0,2,109,2,0,3,0,0,0,1,0,2,0,2,2,0,635
329,"P.S. NIBAHRI KLYANPUR",584,432,0,1016,304,260,0,564,564,0,94,100,3,168,2,0,1,5,113,1,2,2,3,46,0,5,6,0,1,2,4,6,564
330,"P.S. BAJEHRA",433,363,0,796,347,289,0,636,10,0,312,167,1,41,3,1,1,1,86,0,1,1,1,0,3,0,2,11,1,1,1,1,636
331,"P.S. TENDUVA HIRAN KUDDI",671,563,0,1234,435,336,0,771,748,0,58,60,3,422,2,0,2,3,188,0,1,0,6,2,1,6,6,5,3,2,0,1,771
332,"P.S. SHESHPUR",452,362,0,814,267,223,0,490,246,0,206,39,2,164,0,0,0,1,47,2,0,1,1,0,0,5,1,11,6,0,1,3,490
333,"P.S. BALHAUMAU",465,366,0,831,319,228,0,547,529,0,191,72,0,99,1,0,0,3,125,0,1,4,1,1,0,16,11,14,2,0,3,3,547
334,"P.S. PATAKAPUR",249,187,0,436,164,139,0,303,173,0,79,49,2,62,0,0,0,3,88,0,1,2,0,5,1,2,2,0,0,4,1,2,303
335,"P.S. RANIPUR R.N. 1",468,372,0,840,294,221,0,515,200,0,167,107,4,113,1,3,4,11,85,2,2,1,0,3,2,5,1,1,0,0,3,0,515
336,"P.S. RANIPUR R.N. 2",288,234,0,522,210,181,0,391,278,0,81,112,0,130,0,0,1,1,42,0,0,1,2,1,1,7,1,4,4,2,1,0,391
337,"P.S. PARAURA",399,330,0,729,275,215,0,490,133,0,134,44,3,195,2,0,1,7,75,7,1,3,1,6,1,2,0,1,1,1,2,3,490
338,"P.S. KOTVA R.N. 1",416,321,0,737,254,190,0,444,442,0,102,75,0,142,1,1,1,1,104,1,3,1,2,2,0,2,0,4,0,1,1,0,444
339,"P.S. KOTVA R.N. 2",408,317,0,725,157,113,0,270,72,0,61,8,1,77,1,0,0,2,99,2,0,3,2,1,1,1,4,4,0,0,0,3,270
340,"P.S. DHANNIKHEDA",378,285,0,663,244,175,0,419,258,0,179,20,5,90,1,0,4,5,87,0,0,1,1,1,2,4,4,10,1,2,0,2,419
341,"P.S. GORINDA",524,420,0,944,287,244,0,531,224,0,20,53,1,217,3,0,0,6,203,1,1,4,2,4,2,4,1,0,3,1,1,4,531
