"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - TUFANI","2 - TUFANI NISHAD","3 - BHOLANATH ALIAS B.P. SAROJ","4 - RAM CHARITRA NISHAD","5 - SUBAS CHANDRA","6 - RAJ ALIAS VIRENDRA KUMAR SONKAR","7 - RAJESH","8 - LALJI","9 - SIKANDAR","10 - SURESH GAUTAM","11 - HARI","12 - OMPRAKASH ALIAS AMBEDKAR","13 - RAJESH SONKAR","14 - SHRAVAN KUMAR PASWAN","15 - HARINATH","16 - None of the Above","Total Votes Secured"
362,"P S LOHARAKHOR",399,299,0,698,179,164,0,343,343,0,38,20,53,213,10,1,0,0,0,0,0,1,0,1,2,4,343
363,"P S KASILI",396,343,0,739,182,207,0,389,12,0,17,9,115,219,12,1,0,2,2,0,1,0,1,2,4,4,389
364,"P S HABUSAHI NORTH SIDE",650,510,0,1160,238,262,0,500,500,0,90,15,171,145,18,18,1,7,0,2,2,1,7,10,2,11,500
365,"P S HABUSAHI SOUTH SIDE",505,395,0,900,187,176,0,363,363,0,26,15,95,196,7,8,0,6,2,2,1,0,1,1,0,3,363
366,"P S BODSARKALA",175,152,0,327,91,77,0,168,168,0,31,2,89,35,1,4,1,0,1,0,0,0,0,1,2,1,168
367,"P S BODARI NORTH SIDE",632,503,0,1135,259,281,0,540,540,0,103,16,92,198,13,5,1,3,3,1,77,2,4,7,5,10,540
368,"P S BODARI SOUTH SIDE",355,316,0,671,160,184,0,344,204,0,83,14,101,133,3,0,0,1,0,0,1,0,0,5,2,1,344
369,"P S BODSAR KHURD",740,630,0,1370,353,388,0,741,739,0,40,19,291,314,15,11,0,8,0,6,3,1,4,10,11,8,741
370,"UMV POKHARA",262,241,0,503,103,125,0,228,228,0,25,11,76,101,7,1,0,1,0,1,1,0,2,0,0,2,228
371,"P S KACHHAWAN NORTH SIDE",753,654,0,1407,290,314,0,604,604,0,28,62,185,280,11,5,2,5,4,0,0,0,0,8,6,8,604
372,"P S KACHHAWAN SOUTH SIDE",807,681,1,1489,357,398,0,755,665,0,124,62,409,105,8,5,3,3,2,0,6,3,0,12,4,9,755
373,"P S NAVNIRMIT VIDYALAY SECOND KACHHWAN",683,595,0,1278,358,340,0,698,698,0,15,12,60,566,21,6,5,1,0,0,4,0,3,2,2,1,698
374,"P S ANEGPUR",267,265,0,532,129,145,0,274,274,0,11,25,115,94,3,1,0,0,1,0,4,0,3,8,6,3,274
375,"P S RAMDEVPUR EAST SIDE",748,634,0,1382,372,397,0,769,764,0,351,28,260,90,2,10,0,4,0,1,1,0,1,6,5,10,769
376,"P S RAMDEVPUR WEST SIDE",593,505,0,1098,317,272,0,589,245,0,270,14,86,183,5,5,1,3,1,0,1,1,2,5,3,9,589
377,"K JHS DOBHIKHAS",966,801,0,1767,357,344,0,701,701,0,243,23,198,189,10,12,0,3,1,1,2,1,4,5,5,4,701
378,"P S HARIHARPUR STHIT MAZARA BADAIYAPAR",638,577,0,1215,270,358,0,628,628,0,15,30,341,206,1,2,5,0,3,5,0,3,4,3,2,8,628
379,"P S HARIHARPUR MIDDLE SIDE",658,546,0,1204,396,348,0,744,744,0,46,19,53,584,17,5,1,2,2,0,0,1,0,8,2,4,744
380,"P S HARIHARPUR SOUTH SIDE",817,665,0,1482,431,347,0,778,16,0,189,24,177,320,10,2,7,4,6,1,1,2,5,7,12,11,778
381,"P S HARIHARPUR",596,487,0,1083,259,313,0,572,300,0,18,27,25,436,38,5,1,5,2,2,0,3,1,2,3,4,572
382,"P S HATAWA",597,520,0,1117,297,255,0,552,552,0,197,17,95,221,6,4,1,0,0,1,1,0,2,3,3,1,552
383,"P S HATAWA",331,273,0,604,166,150,0,316,6,0,79,24,17,183,0,2,0,1,1,1,0,1,0,3,2,2,316
384,"P S BARMALPUR NORTH SIDE",335,253,0,588,143,125,0,268,268,0,20,10,96,132,4,2,0,0,0,0,1,0,0,1,1,1,268
385,"P S BARMALPUR SOUTH SIDE",484,408,0,892,251,207,0,458,425,0,35,45,109,256,0,2,0,0,0,1,0,0,0,5,1,4,458
386,"R V M INTER COLLEGE CHANDWAK NORTH SIDE",840,671,0,1511,448,369,0,817,10,0,47,38,240,449,8,7,4,7,2,3,3,1,1,1,2,4,817
387,"R V M INTER COLLEGE CHANDWAK EAST SIDE",494,404,0,898,247,252,0,499,491,0,90,21,113,227,16,2,1,5,1,1,1,3,3,1,5,9,499
388,"R V M INTER COLLEGE CHANDWAK EAST SIDE",594,556,0,1150,304,271,0,575,500,0,78,39,55,357,18,4,1,4,2,0,0,2,2,7,1,5,575
389,"R V M INTER COLLEGE CHANDWAK SOUTH SIDE",542,415,0,957,287,234,0,521,341,0,60,39,19,358,14,17,1,7,2,0,0,0,0,0,3,1,521
390,"R V M INTER COLLEGE CHANDWAK SOUTH SIDE",387,346,0,733,169,146,0,315,5,0,15,12,23,244,7,1,0,1,0,1,0,0,2,4,2,3,315
391,"P S CHANDWAK",149,115,0,264,87,80,0,167,164,0,52,6,43,58,3,1,0,0,0,0,0,0,0,0,2,2,167
392,"P S HARDASIPUR",290,233,0,523,180,142,0,322,260,0,10,34,10,245,6,6,1,0,0,0,0,1,5,2,1,1,322
393,"P S KHALIYAKHAS",540,452,0,992,323,236,0,559,34,0,21,29,199,273,15,3,0,1,0,1,0,0,2,5,5,5,559
394,"P S CHAUBEPUR",514,405,0,919,211,259,0,470,470,0,16,19,254,148,14,1,1,1,2,0,0,1,2,5,2,4,470
395,"P S BIRI EAST SIDE",991,789,0,1780,409,450,0,859,859,0,136,33,352,295,7,3,1,3,2,0,1,1,5,12,4,4,859
396,"P S BIRI WEST SIDE",579,411,0,990,208,209,0,417,401,0,91,30,90,184,8,3,0,0,0,0,0,0,2,5,1,3,417
397,"P S BIRI WEST SIDE",377,297,0,674,166,179,0,345,345,0,61,23,26,212,10,1,0,4,1,0,1,0,1,3,1,1,345
398,"P S JAMUNIBARI NORTH SIDE",347,291,0,638,141,153,0,294,252,0,44,9,76,148,1,7,0,1,1,0,0,2,0,1,3,1,294
399,"P S BARAUTI",443,411,0,854,253,285,0,538,136,0,26,21,174,275,16,2,4,1,2,1,0,2,4,6,1,3,538
400,"P S RASADA",737,639,1,1377,302,356,0,658,658,0,125,30,251,199,12,8,0,3,7,4,1,1,3,5,4,5,658
401,"P S HARDATTPUR",283,248,0,531,118,125,0,243,120,0,10,10,27,188,4,2,0,0,0,0,0,0,1,1,0,0,243
402,"P S PURANPURP S PURANPUR",231,206,0,437,125,140,0,265,204,0,14,6,129,108,2,1,0,0,1,0,0,0,0,2,0,2,265
403,"P S BAGERAWA",604,525,0,1129,272,344,0,616,616,0,127,12,190,273,3,4,1,0,1,0,0,2,0,0,3,0,616
404,"P S THUNHI EAST SIDE",541,498,0,1039,274,297,0,571,437,0,120,35,114,237,12,2,0,13,3,6,5,3,3,6,2,10,571
405,"P S THUNHI WEST SIDE",384,349,0,733,197,220,0,417,408,0,66,13,206,104,3,0,0,10,2,1,1,0,0,3,4,4,417
406,"P S MADAR",577,507,0,1084,263,317,0,580,579,0,131,54,133,230,6,3,3,1,0,2,2,1,3,5,4,2,580
407,"P S BAKTAHI",689,566,1,1256,343,325,0,668,452,0,109,57,110,315,24,15,7,2,2,2,12,1,3,5,0,4,668
408,"P S CHITAKO EAST SIDE",563,480,0,1043,317,295,0,612,612,0,61,7,268,257,9,2,0,0,1,0,0,0,0,5,2,0,612
409,"P S CHITAKO MIDDLE SIDE",152,114,0,266,97,66,0,163,44,0,9,8,7,127,0,7,0,0,0,0,0,0,0,1,0,4,163
410,"P S LOKAPATTI",396,373,0,769,185,214,0,399,301,0,81,9,113,171,5,5,1,0,1,0,0,1,1,5,3,3,399
411,"P S MARIKPUR",726,604,0,1330,334,371,0,705,705,0,98,18,264,238,15,21,3,3,3,1,2,2,5,16,3,13,705
412,"P S SECOND HISAMPUR NORTH SIDE",612,571,0,1183,274,279,0,553,217,0,59,24,139,263,14,9,3,3,3,4,17,1,3,2,4,5,553
413,"P S SECOND HISAMPUR MIDDLE SIDE",687,576,0,1263,309,336,0,645,645,0,29,41,285,245,14,2,3,1,0,2,9,1,2,4,0,7,645
414,"P S FIRST HISAMPUR BAG ME SOUTH SIDE",531,469,0,1000,213,281,0,494,494,0,40,18,323,79,4,0,2,1,0,1,1,0,4,7,7,7,494
415,"P S MAJHILI",826,703,0,1529,364,362,0,726,726,0,368,27,80,167,14,3,2,13,2,2,5,4,2,6,12,19,726
416,"P S BABA KA PURA MADI NORTH SIDE",733,596,0,1329,342,297,0,639,101,0,133,22,85,320,16,3,1,0,1,4,8,3,7,10,15,11,639
417,"P S BABA KA PURA MADI SOUTH SIDE",789,632,0,1421,326,318,0,644,103,0,249,15,103,223,14,9,0,1,1,1,0,2,1,7,14,4,644
418,"UMV MADI EAST SIDE",702,586,0,1288,277,323,0,600,600,0,54,4,272,247,6,1,2,0,0,0,1,0,1,2,3,7,600
419,"UMV MADI MIDDLE SIDE",486,391,0,877,256,241,0,497,497,0,31,8,296,133,1,1,1,2,2,1,0,0,1,14,4,2,497
420,"UMV MADI MIDDLE SIDE",711,638,0,1349,325,313,0,638,52,0,167,19,164,246,11,15,0,0,2,1,1,3,1,3,3,2,638
421,"UMV MADI NORTH SIDE",312,241,0,553,148,112,0,260,24,0,66,21,89,61,5,3,0,7,1,0,0,0,1,1,2,3,260
422,"`P S ATAHARPAR",823,669,0,1492,321,352,0,673,673,0,306,10,124,206,9,1,0,1,1,0,2,4,0,4,3,2,673
423,"P S BISAURI",723,600,0,1323,302,340,0,642,642,0,137,18,186,261,17,2,0,0,0,2,0,3,1,5,6,4,642
424,"P S PATARAHI",612,486,0,1098,329,277,0,606,302,0,189,26,61,264,18,9,1,1,0,1,2,0,6,5,6,17,606
425,"P S KOPA EAST SIDE",969,706,0,1675,514,374,0,888,613,0,274,30,52,510,13,2,1,0,0,1,2,1,0,1,0,1,888
426,"P S KOPA WEST SIDE",549,450,0,999,284,256,0,540,540,0,108,40,58,316,7,1,0,0,0,2,0,0,0,3,2,3,540
427,"P S DUDHAUDA",464,360,0,824,220,208,0,428,422,0,32,21,157,185,12,4,0,4,0,0,0,1,1,4,4,3,428
428,"P S BAHIRI",730,549,0,1279,404,366,0,770,770,0,252,11,236,223,12,8,2,2,2,0,0,3,0,8,4,7,770
429,"UMV REHARI NORTH SIDE",524,446,0,970,261,273,0,534,534,0,139,10,224,122,7,1,0,3,4,1,1,1,5,8,1,7,534
430,"UMV REHARI SOUTH SIDE",354,321,0,675,181,158,0,339,339,0,34,15,103,165,7,1,0,0,1,0,1,0,1,8,0,3,339
431,"P S BARAHPUR",363,301,0,664,200,206,0,406,406,0,19,29,148,179,12,2,1,2,0,1,0,1,2,4,2,4,406
432,"P S GHUTATHA",521,405,0,926,280,235,0,515,515,0,133,15,217,115,7,2,2,0,1,0,2,1,2,8,5,5,515
433,"P S AMILIYASANI",422,348,0,770,279,211,0,490,489,0,371,8,7,82,7,1,0,1,0,1,1,1,0,0,3,7,490
434,"P S KAKARAPAR",440,399,0,839,231,243,0,474,474,0,99,24,36,249,9,13,1,4,3,1,2,3,1,14,14,1,474
435,"P S KAKARAPAR",423,389,0,812,219,247,0,466,466,0,105,9,256,68,0,1,1,2,7,0,1,1,2,5,4,4,466
436,"JHS BALRAMPUR EAST SIDE",440,389,0,829,206,217,0,423,413,0,118,13,157,104,2,3,0,2,1,4,3,1,2,5,2,6,423
437,"JHS BALRAMPUR WEST SIDE",680,552,0,1232,283,291,0,574,574,0,129,18,94,296,13,11,2,1,0,1,0,0,1,2,4,2,574
438,"P S NARKATA FOK",529,453,0,982,256,245,0,501,493,0,184,20,117,148,10,10,2,0,0,0,0,2,1,5,0,2,501
439,"P S LAHARCHAK",591,482,0,1073,283,315,0,598,521,0,190,17,281,76,7,2,0,0,1,3,2,0,2,8,5,4,598
440,"P S PADRACHHA KOT",345,320,0,665,170,171,0,341,340,0,71,13,100,145,6,0,0,0,0,0,1,1,0,1,3,0,341
441,"P S BADAWA",370,349,0,719,132,179,0,311,15,0,25,1,78,189,6,1,0,0,0,0,1,1,2,2,5,0,311
442,"P S CHANDEPUR EAST SIDE",634,491,0,1125,334,301,0,635,422,0,58,18,207,327,10,0,0,2,1,0,1,0,4,2,3,2,635
