"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANSHUL VERMA","2 - USHA VERMA","3 - SHIVE PRASAD VERMA","4 - SARVESH KUMAR","5 - CHANDRAPAL","6 - RAMDAYAL","7 - RAMLAKHAN GAUTAM","8 - SANJAY KUMAR","9 - SANTRAM","10 - HIRA LAL VERMA","11 - RAMPAL","12 - SHIVEKUMAR","13 - SAROJ KUMAR","14 - SARVESH","15 - SUNIL BHARTI","16 - None of the Above","Total Votes Secured"
365,"P.P. FADULLPUR M. BHADAR",597,461,0,1058,388,255,0,643,643,0,219,257,141,6,2,1,1,0,1,3,0,3,2,1,4,2,643
366,"P.P. AIDHA",357,271,0,628,216,119,0,335,335,0,158,82,77,2,0,1,0,1,0,3,0,2,3,2,2,2,335
367,"P.P. AOURENI",641,471,0,1112,405,263,0,668,668,0,392,84,173,2,0,0,0,0,0,0,0,2,2,2,2,9,668
368,"P.P. GURRA",532,425,0,957,376,262,0,638,638,0,179,420,24,3,1,1,0,0,0,0,0,1,2,1,1,5,638
369,"P.P. KARANPURMATINI K.N. 1",639,471,0,1110,342,266,0,608,608,0,191,357,48,4,1,0,1,1,0,0,0,1,1,0,0,3,608
370,"P.P. KARANPURMATINI K.N. 2",480,394,0,874,254,218,0,472,472,0,129,219,102,3,0,0,0,2,0,2,2,4,0,0,7,2,472
371,"P.P. ANTVA",745,537,0,1282,495,341,0,836,836,0,526,229,54,2,0,0,0,1,1,2,1,4,2,1,3,10,836
372,"P.P. NONKHARA K.N. 1",466,396,0,862,278,141,0,419,419,0,242,71,89,1,0,1,0,0,0,0,0,2,1,4,2,6,419
373,"P.P. NONKHARA K.N. 2",876,665,0,1541,441,350,0,791,791,0,359,167,212,11,4,2,2,1,1,0,1,11,6,3,5,6,791
374,"P.P. BMAHROOLI",233,156,0,389,164,111,0,275,275,0,258,6,2,1,0,1,1,0,0,0,1,0,2,0,0,3,275
375,"P.P. BHATOLI MAFI",629,459,0,1088,424,248,0,672,672,0,162,438,22,7,1,0,3,1,2,1,1,4,3,6,8,13,672
376,"P.P. HARIVANSAPUR",325,255,0,580,220,197,0,417,417,0,260,109,45,2,0,0,0,0,0,0,0,0,1,0,0,0,417
377,"P.P. SAHIJANA",694,517,0,1211,335,321,0,656,656,0,460,105,35,18,1,0,0,0,2,3,1,4,4,3,5,15,656
378,"J.H.S. MADARPUR",277,212,0,489,208,138,0,346,346,0,19,315,3,3,1,0,1,0,0,0,1,0,1,0,2,0,346
379,"J.H.S. BARNDARI",700,573,0,1273,454,345,0,799,799,0,396,350,34,4,0,1,1,0,1,1,0,3,2,1,4,1,799
380,"P.P. RAJANIKHEDA M. BARNDARI",216,175,0,391,152,129,0,281,281,0,116,147,11,1,0,1,0,0,0,1,0,0,1,0,1,2,281
381,"P.P. MEODHA K.N. 1",394,319,0,713,238,195,0,433,433,0,292,80,45,3,0,0,0,1,0,1,0,2,0,3,3,3,433
382,"P.P. MEODHA K.N. 2",655,522,0,1177,429,311,0,740,740,0,529,70,107,4,1,0,1,1,0,1,0,7,7,0,7,5,740
383,"P.P. GATKANA",614,468,0,1082,387,269,0,656,656,0,412,69,143,16,0,0,3,0,1,2,0,2,0,1,0,7,656
384,"J.H.S. THODHAKPUR",337,229,0,566,314,201,0,515,515,0,34,473,3,0,0,1,0,0,0,0,0,0,2,0,1,1,515
385,"J.H.S. BAKHARIYA  K.N. 1",478,368,0,846,318,204,0,522,522,0,375,84,50,5,0,0,0,1,0,0,0,2,1,1,1,2,522
386,"J.H.S. BAKHARIYA  K.N. 2",420,334,0,754,255,156,0,411,411,0,377,19,4,5,0,1,0,0,0,0,0,0,1,0,0,4,411
387,"P.P. LACHANPURVA M. SADHIYAMAU",659,493,0,1152,365,258,0,623,623,0,337,169,58,5,0,1,0,25,2,0,1,3,2,1,3,16,623
388,"P.P. MANIMAU",585,474,0,1059,396,340,0,736,736,0,337,233,133,3,2,0,1,1,1,0,1,2,2,3,6,11,736
389,"P.P. RAURA",613,494,0,1107,351,235,0,586,586,0,288,168,106,6,1,1,1,0,0,0,1,1,0,0,5,8,586
390,"P.P. TADORA",405,287,0,692,250,130,0,380,380,0,110,167,88,3,0,1,1,1,0,1,0,3,1,2,0,2,380
391,"P.P. BHAGHAR",444,333,0,777,301,206,0,507,507,0,389,14,94,4,0,0,1,0,0,0,0,0,0,0,0,5,507
392,"P.P. CHITARAMAU K.N. 1",722,532,0,1254,376,274,0,650,650,0,289,227,114,4,1,1,1,1,0,0,1,4,2,0,2,3,650
393,"P.P. CHITARAMAU K.N. 2",347,292,0,639,208,149,0,357,357,0,165,98,70,0,1,0,0,0,1,0,1,2,5,2,4,8,357
394,"P.P. BAHAMTAPUR K.N. 2",661,506,0,1167,298,194,0,492,492,0,182,188,92,8,5,0,0,0,2,0,1,2,1,3,4,4,492
395,"P.P. BAHAMTAPUR K.N. 2",464,353,0,817,241,120,0,361,361,0,214,101,32,3,0,0,1,0,0,0,0,0,0,0,0,10,361
396,"P.P. CHHILLAUR",613,520,0,1133,452,300,0,752,752,0,555,73,116,3,0,0,0,0,1,0,0,3,0,1,0,0,752
397,"P.P. BHANAPUR",793,597,0,1390,440,254,0,694,694,0,276,134,243,8,3,11,0,0,0,1,1,5,2,0,1,9,694
