"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASTBHUJA PRASAD TRIPATHI","2 - ADITYANATH","3 - RAJMATI NISHAD","4 - RAM BHUAL NISHAD","5 - INDRA DEO YADAVA","6 - FAIZ AHAMAD FAIZI","7 - MUNNA","8 - RAJIT MISHRA","9 - RAJESH","10 - RADHE MOHAN MISRA","11 - MOHD. WASEEM KHAN","12 - SUBASH KUMAR MAURYA","13 - ACHHE LAL GUPTA","14 - ASHOK","15 - RAMKISHUN","16 - None of the Above","Total Votes Secured"
330,"P. BHAVAN MATIHANIYA SUMALI",390,334,0,724,230,216,0,446,284,0,13,257,58,100,3,0,0,0,1,8,0,0,2,1,3,0,446
331,"P.VID. UASKA",750,562,0,1312,425,341,0,766,641,0,76,472,132,67,2,1,0,0,1,2,0,1,6,0,4,2,766
332,"P. VID.  LAKHESRA ROOM NO. 1",549,412,1,962,300,289,0,589,417,0,17,393,106,59,0,0,1,0,0,1,0,0,3,2,4,3,589
333,"P. VID.  LAKHESRA ROOM NO. 2",445,398,0,843,243,263,0,506,306,0,15,139,90,235,1,0,3,0,1,0,0,2,6,2,3,9,506
334,"P. VID.  MATIHANIYA JANUBI",708,586,2,1296,357,393,0,750,711,0,18,509,81,107,0,1,0,0,1,4,1,2,6,6,5,9,750
335,"P. BHAVN  PIPRA BASNT ROOM NO.1",607,465,0,1072,311,256,0,567,451,0,19,357,38,134,2,1,2,2,1,1,0,1,2,0,0,7,567
336,"P. BHAVN  PIPRA BASNT ROOM NO.2",568,463,0,1031,281,283,0,564,225,0,24,319,81,87,5,2,4,0,1,9,5,3,4,4,2,14,564
337,"J. HIGH SCH GOVINDAPUR",410,356,3,769,233,194,0,427,348,0,20,245,74,76,0,0,2,1,1,3,1,0,3,0,1,0,427
338,"P.VID. BAREPUR",704,556,0,1260,409,375,0,784,541,0,8,494,83,172,0,1,0,0,1,13,0,0,2,1,3,6,784
339,"P.VID. GOPALPUR",698,534,0,1232,406,324,0,730,541,0,30,388,69,221,2,1,0,1,0,7,0,1,2,5,1,2,730
340,"P.VID.  MOHANPUR",569,500,0,1069,349,333,0,682,412,0,16,460,53,121,2,3,1,2,0,2,1,1,7,4,5,4,682
341,"P.VID  KAITHWALIYA ROOM NO. 1",806,607,0,1413,401,323,0,724,463,0,27,481,86,93,1,1,4,1,2,6,1,3,7,1,2,8,724
342,"P.VID  KAITHWALIYA ROOM NO. 2",855,612,1,1468,375,324,0,699,461,0,13,323,245,86,2,1,1,1,0,7,0,0,5,1,5,9,699
343,"P.VID. JAGPUR",446,375,1,822,255,254,0,509,416,0,23,252,45,176,0,1,0,0,1,0,2,0,4,1,2,2,509
344,"P. VID.  SIHORIYA",614,517,0,1131,339,303,0,642,414,0,19,369,92,140,3,1,0,1,0,3,2,0,2,0,6,4,642
345,"P. VID. KONI",737,595,0,1332,473,409,0,882,741,0,34,663,30,86,1,7,5,0,0,19,3,3,5,9,10,7,882
346,"MADRSA MAKTB  KARMAINI ROOM. NO 1",607,468,0,1075,299,263,0,562,412,0,24,161,315,40,2,1,0,0,1,2,0,0,4,4,4,4,562
347,"MADRSA MAKTB  KARMAINI ROOM. NO 2",501,419,0,920,212,249,0,461,249,0,22,101,286,44,2,0,2,0,0,2,0,0,1,0,1,0,461
348,"P.VID. KARMAINA",293,235,0,528,201,178,0,379,293,0,8,344,17,2,0,0,0,0,0,0,0,0,1,1,3,3,379
349,"P.VID. SURASDEURI",792,653,0,1445,396,432,0,828,634,0,22,570,30,145,5,1,1,1,4,7,7,3,7,9,12,4,828
350,"P.VID. RASOOLPUR",559,443,0,1002,335,306,0,641,412,0,1,430,37,157,1,1,2,0,0,2,0,0,4,1,3,2,641
351,"JU. HIGH SCH.  BASDILA RAUSAD ROOM NO.1",560,475,0,1035,298,283,0,581,412,0,23,354,174,16,0,1,1,0,0,7,3,1,0,0,1,0,581
352,"JU. HIGH SCH.  BASDILA RAUSAD ROOM NO.2",436,348,0,784,232,193,0,425,410,0,4,121,133,144,0,0,1,1,0,6,3,3,3,4,1,1,425
353,"P.VID.  RAMPUR KHARD",367,332,0,699,212,238,0,450,410,0,10,207,145,78,1,0,1,0,0,1,0,1,1,1,2,2,450
354,"P.VID  KEWATLI",437,342,0,779,263,237,0,500,426,0,8,321,57,95,1,0,0,0,0,6,2,1,2,3,2,2,500
355,"P.VID.  NATHUA ROOM NO.1",676,521,0,1197,421,364,0,785,485,0,49,464,90,147,1,3,4,2,0,3,2,1,4,2,8,5,785
356,"P.VID.  NATHUA ROOM NO.2",574,480,0,1054,329,301,0,630,604,0,21,475,63,42,2,0,2,2,1,5,1,0,2,4,5,5,630
357,"P.VID. IASLAMPUR",691,587,0,1278,448,409,0,857,469,0,8,499,145,158,0,1,2,0,0,4,1,3,8,11,14,3,857
358,"P.VID. HEMADHAPUR ROOM NO.1",448,383,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,"P.VID. HEMADHAPUR ROOM NO.2",407,361,0,768,217,239,0,456,296,0,18,290,18,94,4,0,2,1,1,8,2,3,3,4,6,2,456
360,"P. VID. BARSAINI ROOM NO.",552,451,0,1003,321,309,0,630,452,0,6,339,47,215,5,1,3,1,0,4,0,0,3,1,2,3,630
361,"P. VID. BARSAINI ROOM NO.2",526,416,0,942,255,241,0,496,341,0,31,329,82,29,0,0,0,0,2,10,2,1,2,1,2,5,496
362,"P. VID.  RAMUDIHA ROOM NO. 1",646,506,0,1152,400,322,0,722,561,0,17,605,57,20,0,0,2,0,2,1,1,1,3,4,2,7,722
363,"P. VID.  RAMUDIHA ROOM NO. 2",558,494,0,1052,397,356,0,753,494,0,20,402,15,295,1,1,1,1,0,4,1,2,4,0,2,4,753
