"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MULAYAM SINGH YADAV","2 - SHATRUGHAN SINGH CHAUHAN","3 - DR. SANGHMITRA MAURYA","4 - ABU NASIM PATHAN","5 - BABA HARDEV SINGH","6 - SHISHUPAL SINGH","7 - SATENDRA VEER SINGH CHAUHAN","8 - ASHOK KUMAR","9 - ALOK NANDAN","10 - MUKESH KUMAR","11 - MUKESH KUMAR SHAKYA","12 - RAJESHWARI","13 - HAKIM SINGH","14 - None of the Above","Total Votes Secured"
382,"INDRAJEET SHIKSHA SADAN INTER COLLEGE JOT 2",789,682,0,1471,444,342,0,786,684,0,138,239,364,5,6,0,3,3,9,0,7,3,4,5,786
383,"P.P. CHIRAVAR",506,447,0,953,260,190,0,450,450,0,67,281,75,1,3,1,2,1,9,0,3,3,1,3,450
384,"P.P. LAKSHMANPUR CHIRAVAR",250,240,0,490,145,137,0,282,282,0,44,191,40,0,2,0,0,0,2,0,1,1,0,1,282
385,"MAJOR JOGRAJ INTER COLLEGE JASMAI HARIHARPUR",614,504,0,1118,286,238,0,524,514,0,29,477,6,0,0,0,0,1,5,1,0,2,3,0,524
386,"MAJOR JOGRAJ INTER COLLEGE JASMAI HARIHARPUR 2",308,244,1,553,143,90,0,233,233,0,55,167,7,1,0,0,0,0,2,0,1,0,0,0,233
387,"MAJOR JOGRAJ INTER COLLEGE JASMAI HARIHARPUR 3",567,467,0,1034,228,165,0,393,393,0,24,349,14,0,0,1,0,0,2,0,0,0,1,2,393
388,"P.P. RUDRAPUR JASMAI",315,250,0,565,164,137,0,301,213,0,75,146,61,1,0,0,0,2,6,1,4,1,2,2,301
389,"P.P. NAGLA DUGAI",398,274,0,672,334,207,0,541,44,0,531,6,2,0,1,0,0,0,0,0,0,0,1,0,541
390,"P.P. ICHCHAIPUR",276,191,0,467,249,145,0,394,300,0,359,19,4,2,10,0,0,0,0,0,0,0,0,0,394
391,"K.P.P. TODARPUR ROOM 1",663,586,0,1249,335,238,0,573,562,0,222,236,99,2,2,0,2,0,3,0,2,1,3,1,573
392,"K.P.P. TODARPUR ROOM 2",447,342,0,789,294,149,0,443,443,0,304,102,26,1,0,0,1,2,3,0,1,1,0,2,443
393,"P.P. AHIMALPUR FIRST ROOM",665,568,0,1233,417,278,0,695,600,0,75,554,58,0,1,0,0,0,3,0,3,0,0,1,695
394,"P.P. NAGLA PANDEY ROOM 2",348,298,0,646,190,183,0,373,305,0,185,145,22,0,6,0,2,0,8,1,0,0,1,3,373
395,"P.P. DHAMIYAPUR",465,408,0,873,270,185,0,455,442,0,103,326,14,0,2,1,1,0,2,1,0,1,2,2,455
396,"P.P. HIRAULI FIRST ROOM",537,496,0,1033,250,215,0,465,447,0,148,138,166,1,1,2,0,0,1,2,1,1,2,2,465
