"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLA PRASAD RAWAT","2 - P. L. PUNIA","3 - PRIYANKA SINGH RAWAT","4 - RAJRANI RAWAT","5 - KISHAN LAL","6 - P. C. KUREEL","7 - DINESH CHANDRA GAUTAM","8 - NITIN SINGH","9 - BABU LAL","10 - MEDI LAL","11 - RAJESH KUMAR VIDYARTHI","12 - ABHILAKH RAWAT","13 - KHANJAN LAL","14 - MAHESH","15 - None of the Above","Total Votes Secured"
345,"P.S. PINDSAWA ROOM NO.-1",477,417,0,894,330,279,0,609,2,0,46,226,175,148,0,0,0,0,2,0,2,1,4,3,2,609
346,"P.S. TAHIRPUR ROOM NO.-1",387,351,0,738,286,225,0,511,411,0,217,114,83,73,2,1,0,1,2,1,4,4,5,1,3,511
347,"P.S. CHAKIYA ROOM NO.-1",528,458,0,986,383,306,0,689,589,0,240,84,284,54,1,3,1,0,5,1,0,2,5,2,7,689
348,"P.S. MOHSAND ROOM NO.-1",773,647,0,1420,561,361,0,922,22,0,407,174,166,127,3,3,4,2,3,2,3,1,5,6,16,922
349,"P.S. MOHSAND ROOM NO.-2",835,725,0,1560,513,420,0,933,830,0,36,298,419,139,2,2,2,1,1,1,3,4,13,5,7,933
350,"P.S. TIKAITGANJ ROOM NO.-1",855,727,0,1582,620,429,0,1049,12,0,66,473,376,103,1,1,1,0,2,1,2,2,3,12,6,1049
351,"P.S. TIKAITGANJ ROOM NO.-2",856,732,0,1588,588,410,0,998,98,0,9,318,421,229,2,3,2,0,2,0,0,1,6,1,4,998
352,"KANYA J.H.S. TIKAITGANJ ROOM NO.-1",656,566,0,1222,502,349,0,851,500,0,142,238,413,33,2,1,1,0,1,1,1,3,6,3,6,851
353,"P.S. BISAI ROOM NO.-1",429,399,0,828,296,248,0,544,1,0,103,25,344,54,3,0,0,1,1,1,0,0,4,3,5,544
354,"P.S. BISAI EXTRA ROOM",493,446,0,939,365,257,0,622,503,0,20,52,409,125,3,0,2,2,0,0,0,1,4,4,0,622
355,"P.S. MADEENPUR ROOM NO.-1",438,354,0,792,337,257,0,594,1,0,34,75,389,75,1,1,1,2,1,1,0,0,3,2,9,594
356,"P.S. MUNIMPUR BARTARA ROOM NO.-1",515,404,0,919,372,230,0,602,4,0,15,122,239,174,4,4,3,3,21,2,3,3,5,2,2,602
357,"G.I.C. NINDURA ROOM NO.-1",594,514,0,1108,423,282,0,705,8,0,55,257,183,179,1,1,1,0,6,1,2,2,6,5,6,705
358,"P.S. BABURIHA H/O KURSI ROOM NO.-1",241,239,0,480,190,176,0,366,328,0,300,40,5,6,0,1,0,1,0,0,0,0,4,3,6,366
359,"J.H.S. KURSI ROOM NO.-1",668,589,0,1257,404,301,0,705,705,0,8,364,193,125,3,0,1,1,1,1,0,2,3,1,2,705
360,"J.H.S. KURSI ROOM NO.-2",815,712,0,1527,502,320,0,822,618,0,175,334,129,164,3,1,3,0,2,1,4,1,1,1,3,822
361,"J.H.S. KURSI ROOM NO.-3",523,432,0,955,310,175,0,485,30,0,2,347,11,113,1,0,3,0,0,1,0,0,4,1,2,485
362,"P.S. KURSI FAST ROOM NO.-1",606,517,0,1123,335,225,0,560,10,0,5,359,94,86,1,0,3,0,2,3,0,2,1,1,3,560
363,"P.S. KURSI FAST ROOM NO.-2",594,537,0,1131,378,238,0,616,1,0,24,352,95,140,0,1,1,0,0,0,0,0,2,1,0,616
364,"P.S. KURSI EXTRA ROOM",504,393,0,897,317,189,0,506,6,0,53,223,52,166,0,2,0,0,2,0,0,1,3,1,3,506
365,"P.S. KURSI SECEND ROOM NO.-1",476,372,0,848,320,159,0,479,226,0,16,122,296,30,2,1,0,1,1,1,0,0,4,2,3,479
366,"P.S. KURSI SECEND ROOM NO.-2",435,380,0,815,283,171,0,454,410,0,32,272,89,49,1,0,1,0,2,2,0,0,1,2,3,454
367,"J.H.S. SCHOOL BAHRAULI ROOM NO.-1",659,538,0,1197,492,318,0,810,498,0,77,111,569,27,3,2,2,0,1,2,2,3,5,2,4,810
368,"J.H.S. SCHOOL BAHRAULI ROOM NO.-2",406,412,0,818,302,246,0,548,48,0,46,24,398,50,3,2,2,2,1,1,1,2,11,1,4,548
369,"P.S. BAHRAULI ROOM NO.-1",515,366,0,881,312,164,0,476,300,0,5,204,148,105,1,0,3,1,1,1,2,0,2,2,1,476
370,"P.S. BAHRAULI ROOM NO.-2",497,375,0,872,292,208,0,500,437,0,19,313,132,24,2,1,0,0,1,1,4,0,1,1,1,500
371,"P.S. BAHRAULI EXTRA ROOM",548,374,0,922,254,119,0,373,185,0,2,201,72,90,1,0,0,0,0,0,3,0,1,1,2,373
372,"P.S. AMARSANDA ROOM NO.-1",533,485,0,1018,398,297,0,695,654,0,264,281,42,95,1,1,0,1,4,0,2,1,1,0,2,695
373,"P.S. AMARSANDA ROOM NO.-2",586,470,0,1056,343,220,0,563,563,0,22,340,30,135,0,1,4,0,2,0,26,1,0,1,1,563
374,"P.S. UMRA ROOM NO.-1",474,364,0,838,336,241,0,577,77,0,195,78,143,134,0,0,0,0,0,1,9,3,8,0,6,577
375,"P.S. UMRA ROOM NO.-2",374,355,0,729,287,204,0,491,400,0,18,88,235,126,0,0,0,2,2,0,8,1,4,2,5,491
376,"P.S. KATRAMAU ROOM NO.-1",184,183,0,367,160,150,0,310,204,0,74,7,157,54,1,1,0,0,3,1,2,0,6,1,3,310
377,"P.S. GUGGAUR ROOM NO.-1",610,494,0,1104,479,362,0,841,841,0,213,51,344,185,2,3,1,1,15,1,2,0,4,3,16,841
378,"P.S. MAHMOODPUR BANAUGA ROOM NO.-1",664,604,0,1268,530,401,0,931,15,0,124,43,579,144,1,6,0,1,4,7,3,2,7,0,10,931
379,"P.S. AGASAND ROOM NO.-1",608,553,0,1161,454,358,0,812,20,0,70,324,294,104,0,0,2,0,0,1,3,1,5,4,4,812
380,"P.S. ALI NAGAR KARAWNDA ROOM NO.1",329,256,0,585,226,154,0,380,2,0,87,67,140,74,1,2,0,0,1,0,0,0,1,1,6,380
381,"J.H.S. PILHATI HAIDRABAD ROOM NO.-1",463,362,0,825,268,179,0,447,11,0,48,85,131,157,3,6,1,2,0,1,0,1,4,3,5,447
382,"P.S. KODWA ROOM NO,-1",303,274,0,577,200,153,0,353,133,0,99,69,120,49,1,3,1,0,2,1,0,2,2,0,4,353
383,"P.S. TALA H/O BAINA TEEKARHAR ROOM NO-1",390,344,0,734,211,225,0,436,300,0,5,4,345,60,2,1,1,1,1,0,0,2,6,0,8,436
384,"P.S. BAINA TEEKARHAR ROOM NO-1",854,646,0,1500,542,378,0,920,920,0,116,39,444,267,1,3,2,3,3,2,4,2,15,4,15,920
385,"P.S. PANDRI ROOM NO.-1",802,669,0,1471,497,380,0,877,605,0,166,262,253,162,3,2,0,0,3,1,2,2,6,4,11,877
386,"P.S. GANGAULI ROOM NO.-1",669,604,0,1273,514,417,0,931,881,0,67,51,346,437,2,1,2,1,1,1,4,1,11,1,5,931
387,"P.S. THAKURAMAU ROOM NO.-1",414,368,0,782,326,233,0,559,310,0,221,35,144,144,4,0,1,0,1,1,2,1,1,0,4,559
388,"P.S. ANWARI ROOM NO.-1",735,609,0,1344,449,400,0,849,549,0,134,147,272,220,2,5,4,1,4,3,24,2,11,5,15,849
389,"P.S. ANWARI ROOM NO.-2",645,609,0,1254,387,285,0,672,416,0,97,437,15,110,1,1,0,0,0,0,2,1,1,2,5,672
390,"P.S. ANWARI EXTRA ROOM",599,507,0,1106,388,262,0,650,650,0,93,342,102,92,0,0,1,1,1,0,4,3,4,3,4,650
