"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKSHAY YADAV","2 - ATUL CHATURVEDI","3 - TH. VISHWADEEP SINGH","4 - PROF. S.P. SINGH BAGHEL","5 - UPENDRA SINGH","6 - KHAJAN SINGH","7 - JAY PRAKASH","8 - RAKESH YADAV","9 - RAJENDRA PRASAD","10 - RAHAT AFROZ","11 - LAXMI","12 - LAKSHMI  NARAYAN","13 - SHAMSHER KHA","14 - MIRJA MUKARRAM BAIG","15 - RAJVEER","16 - None of the Above","Total Votes Secured"
365,"K.P.P. BILTIGARH DEVJIT R.N. 1",680,561,0,1241,502,343,0,845,844,0,65,5,109,650,5,0,0,0,2,1,0,2,5,1,0,0,845
366,"K.P.P. BILTIGARH DEVJIT R.N. 2",613,499,0,1112,400,270,0,670,600,0,94,3,33,501,2,0,1,6,1,3,1,3,11,0,4,7,670
367,"P.P. BILTIGARH DEVJIT R.N. 1",527,426,0,953,369,252,0,621,621,0,81,2,7,512,2,2,1,1,3,0,0,0,4,1,4,1,621
368,"P.P. BILTIGARH DEVJIT R.N. 2",402,349,0,751,228,213,0,441,441,0,106,0,7,316,4,0,1,1,0,0,0,0,2,0,1,3,441
369,"P.P. NAGALA ANURUDH",329,272,0,601,234,188,0,422,422,0,26,2,7,382,2,0,0,0,0,0,1,0,1,0,1,0,422
370,"P.P. ENDRAI",526,479,1,1006,511,365,0,876,810,0,206,5,19,626,5,0,5,0,0,1,2,2,3,0,1,1,876
371,"P.P. BAJHERA KHURD",584,431,0,1015,450,303,0,753,738,0,249,2,3,483,3,2,3,0,0,0,0,0,3,2,2,1,753
372,"P.P. PRATHVIPUR",643,495,0,1138,535,396,0,931,931,0,853,0,49,22,1,0,0,1,0,0,0,0,0,0,1,4,931
373,"P.P. NAGALA DARU",258,227,0,485,254,196,0,450,446,0,9,0,3,438,0,0,0,0,0,0,0,0,0,0,0,0,450
374,"P.P. BHAMAI",388,335,0,723,276,208,0,484,484,0,209,2,41,213,4,0,1,0,0,0,0,2,3,0,3,6,484
375,"J.H. KHERIYA SHIKAMI FARIDA",299,246,0,545,261,229,0,490,470,0,6,0,2,472,3,0,1,0,0,0,0,0,4,0,1,1,490
376,"P.P. NAGALA SAKATU",232,185,0,417,205,150,0,355,338,0,339,2,0,12,1,0,0,0,0,0,0,0,0,0,0,1,355
377,"P.P. KESHOPUR",303,216,0,519,290,210,0,500,500,0,492,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,500
378,"P.P. VANVEERPUR KUDHI R.N. 1",564,455,0,1019,538,374,0,912,911,0,865,1,1,41,0,0,0,1,0,0,0,1,0,0,0,2,912
379,"P.P. VANVEERPUR KUDHI R.N. 2",362,263,0,625,349,222,0,571,501,0,526,0,7,34,0,0,1,1,0,0,0,0,0,0,1,1,571
380,"P.P. KUDHI R.N. 1",601,486,0,1087,450,347,0,797,795,0,478,10,131,161,6,1,2,2,0,0,0,0,1,0,3,2,797
381,"P.P. KUDHI R.N. 2",360,294,0,654,344,207,0,551,490,0,412,4,83,46,1,0,0,1,0,0,0,0,0,1,2,1,551
382,"JANATA INTER COLLEGE KATAINA HARSHA R.N. 1",723,615,0,1338,630,326,0,956,956,0,891,0,22,39,1,0,0,0,0,0,0,0,0,0,2,1,956
383,"JANATA INTER COLLEGE KATAINA HARSHA R.N. 2",816,638,0,1454,621,350,0,971,971,0,863,7,7,84,0,0,1,0,0,0,0,0,0,1,1,7,971
384,"P.V. KATAINA HARSHA  NO.2",226,186,0,412,189,127,0,316,314,0,280,0,2,26,1,0,0,4,0,1,0,0,0,2,0,0,316
385,"P.P. SHOBHANPUR (NAGALA KOHLU)",525,428,0,953,462,346,0,808,808,0,753,2,3,37,1,0,0,0,0,0,0,0,1,2,1,8,808
386,"P.P. THANUMAI R.N. 1",505,377,0,882,401,221,0,622,621,0,220,5,120,262,3,0,0,0,1,0,0,1,2,2,1,5,622
387,"P.P. THANUMAI R.N. 2",626,503,0,1129,462,366,0,828,828,0,741,5,8,57,2,1,1,0,0,0,0,1,1,0,0,11,828
388,"P.P. NAGALA AVAJI",215,206,0,421,207,183,0,390,390,0,369,0,2,18,0,0,0,0,0,0,0,0,0,0,0,1,390
389,"P.P. UTARARA R.N. 1",529,417,0,946,503,325,0,828,828,0,799,2,1,25,0,0,0,0,0,0,0,0,0,0,0,1,828
390,"P.P. UTARARA R.N. 2",497,414,0,911,448,330,0,778,775,0,716,8,7,32,1,0,0,0,1,1,0,0,0,0,1,11,778
391,"P.P. MUHAMMAD UTARARA",237,204,0,441,229,170,0,399,398,0,215,3,1,173,2,0,0,0,0,0,0,0,0,1,2,2,399
392,"P.P. KHERIYA AHAMAD",683,534,0,1217,621,381,0,1002,999,0,776,3,59,154,5,0,0,1,0,0,0,0,0,1,1,2,1002
393,"P.P. SHYAUDA R.N. 1",523,436,0,959,380,259,0,639,639,0,33,2,45,548,3,0,1,0,0,0,0,2,3,1,1,0,639
394,"P.P. SHYAUDA R.N. 2",391,337,1,729,324,218,0,542,542,0,16,2,6,503,5,1,5,0,0,0,0,0,2,0,1,1,542
395,"J.H. NAGALA SUBHAN R.N. 1",664,535,0,1199,508,342,0,850,849,0,46,2,70,720,3,1,1,2,1,1,0,0,0,1,1,1,850
396,"J.H. NAGALA SUBHAN R.N. 2",382,322,0,704,280,173,0,453,447,0,6,2,38,394,4,0,1,2,0,0,0,0,4,0,2,0,453
397,"P.P. NAGALA MAN SINGH",270,223,0,493,251,175,0,426,426,0,66,0,1,352,3,0,0,0,0,1,0,1,0,0,1,1,426
398,"P.P. SHADIPUR",577,502,0,1079,496,376,0,872,810,0,35,2,26,801,2,0,0,1,1,0,0,0,2,2,0,0,872
