"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANSHUL VERMA","2 - USHA VERMA","3 - SHIVE PRASAD VERMA","4 - SARVESH KUMAR","5 - CHANDRAPAL","6 - RAMDAYAL","7 - RAMLAKHAN GAUTAM","8 - SANJAY KUMAR","9 - SANTRAM","10 - HIRA LAL VERMA","11 - RAMPAL","12 - SHIVEKUMAR","13 - SAROJ KUMAR","14 - SARVESH","15 - SUNIL BHARTI","16 - None of the Above","Total Votes Secured"
334,"P P MAYIWAN EXTRA ROOM",340,288,0,628,193,146,0,339,339,0,8,31,267,6,2,0,2,1,0,2,3,4,4,3,1,5,339
335,"P P MAYIWAN ROOM NO 02",773,668,0,1441,438,321,0,759,746,0,337,195,189,14,2,1,2,0,0,0,1,4,4,1,3,6,759
336,"P P SEWA",498,453,0,951,364,255,0,619,619,0,143,181,270,13,0,2,0,0,0,0,0,2,1,1,2,4,619
337,"G P P SUMAI MO KURSELI SOUTH BHAG",649,468,0,1117,327,233,0,560,559,0,31,192,306,5,1,0,2,0,1,0,1,4,3,4,3,7,560
338,"G P P SUMAI MO KURSELI EXTRA ROOM",476,358,0,834,273,177,0,450,440,0,88,211,132,4,0,2,0,0,0,2,0,2,3,1,5,0,450
339,"G P P S EAST SUMAI MO KURSELI",437,343,0,780,274,209,0,483,483,0,176,156,133,5,0,2,0,0,1,0,1,2,2,2,1,2,483
340,"G P P SUMAI MO KURSELI BARAMDA EAST BHAG",566,493,0,1059,365,212,0,577,560,0,58,244,244,7,2,0,0,2,2,0,0,4,2,4,3,5,577
341,"P P SUMAI MO KURSELI ROOM NO 1",504,389,0,893,283,211,0,494,494,0,131,224,94,30,0,0,0,0,0,0,0,5,1,2,3,4,494
342,"P P SUMAI MO KURSELI NAVIN PART ०२",424,328,0,752,309,215,0,524,522,0,66,261,163,14,0,0,1,1,2,3,0,5,2,2,2,2,524
343,"P P KURSELI",745,593,0,1338,467,313,0,780,780,0,227,234,263,16,1,3,0,0,0,3,1,13,4,3,5,7,780
344,"P P GADAIPUR",225,175,1,401,187,142,0,329,329,0,6,149,160,5,0,0,0,0,0,0,0,1,3,4,0,1,329
345,"P P AKBARPUR",254,225,0,479,189,162,0,351,351,0,27,69,250,2,1,0,0,0,0,0,0,1,0,0,1,0,351
346,"P P MARAI ROOM NO 01",583,446,0,1029,314,193,0,507,374,0,141,221,134,2,1,0,2,0,0,1,1,0,0,0,2,2,507
347,"P P MARAI ROO NO 02",499,374,0,873,302,163,0,465,465,0,98,186,158,5,0,0,0,1,0,6,0,1,4,1,1,4,465
348,"P P AHRAPUR",638,502,0,1140,398,203,0,601,601,0,148,155,279,4,2,0,0,0,0,1,1,2,5,2,1,1,601
349,"P  BARGAWAN",352,283,0,635,253,191,0,444,108,0,165,116,150,4,0,0,1,0,0,0,0,1,4,0,1,2,444
350,"P P EXTRA ROOM DANIYALGANJ",349,221,0,570,306,176,0,482,482,0,64,366,48,2,0,0,0,0,1,1,0,0,0,0,0,0,482
351,"P P PATHKUA ROON NO2",531,377,0,908,338,209,0,547,547,0,150,229,144,5,0,0,10,1,0,0,0,1,1,1,1,4,547
352,"P P EXTRA ROOM PATHKUA",431,376,0,807,279,206,0,485,485,0,79,314,82,6,1,0,0,1,2,0,0,0,0,0,0,0,485
353,"P P DANIYALGANJ",533,445,0,978,401,311,0,712,712,0,155,321,205,7,1,2,2,0,2,0,0,4,2,5,4,2,712
354,"P P KAKWAHAI",761,561,0,1322,509,353,0,862,862,0,198,468,145,20,1,1,1,2,0,1,1,5,5,4,6,4,862
355,"P P MENDUHA",646,560,0,1206,492,371,0,863,466,0,175,408,225,15,0,0,0,1,1,1,2,8,5,3,8,11,863
356,"P P MIRGAWAN",397,336,0,733,209,129,0,338,338,0,125,109,87,4,1,0,1,1,0,0,0,5,2,1,0,2,338
357,"J H S PURABHADUR ROOM NO 1",520,458,0,978,383,245,0,628,232,0,271,252,70,5,0,2,0,0,0,0,2,4,6,3,6,7,628
358,"J H S PURABHAUDR ROOM NO 3",431,314,0,745,302,199,0,501,166,0,258,157,61,10,1,1,0,1,1,1,0,3,1,0,1,5,501
359,"J H S PURABHAUDR ROOM NO 2",771,644,0,1415,561,304,0,865,865,0,97,340,379,16,2,1,0,3,3,1,1,6,2,5,4,5,865
360,"P P BALDEVPURWA MO JIYO",471,390,0,861,310,211,0,521,470,0,154,301,43,5,1,0,0,1,1,0,1,1,1,4,8,0,521
361,"P P ODRA",362,311,0,673,262,198,0,460,460,0,89,218,143,1,1,0,0,1,0,0,0,2,0,2,2,1,460
362,"P P TARI",247,237,0,484,191,158,0,349,6,0,7,95,222,2,0,0,0,1,2,0,2,3,1,4,6,4,349
363,"P P NANHE ROOM NO 01",456,323,0,779,290,188,0,478,461,0,164,155,141,6,0,2,1,0,0,0,1,3,2,1,2,0,478
364,"P P NANHE ROOM NO 02",662,525,0,1187,481,352,0,833,833,0,107,245,447,6,2,0,0,1,3,2,1,8,3,3,3,2,833
365,"P P KAYAMPUR",421,347,0,768,332,257,0,589,589,0,37,319,214,2,1,1,0,0,1,0,1,5,4,1,2,1,589
366,"P P UTRA ROOM NO 01",574,455,0,1029,387,287,0,674,672,0,233,282,129,11,2,2,3,0,1,1,0,3,1,1,3,2,674
367,"P P UTRA ROOM NO 02",652,533,0,1185,380,309,0,689,400,0,171,328,165,9,1,0,0,1,0,1,0,3,1,6,1,2,689
368,"P P JATULI",374,256,0,630,218,153,0,371,371,0,139,83,98,29,2,0,0,1,3,7,1,5,2,0,0,1,371
369,"J H S HARIYAWAN ROOM NO 01",659,569,0,1228,328,231,0,559,559,0,357,158,7,20,3,2,0,1,1,0,0,1,0,3,3,3,559
370,"J H S HARIYAWAN ROOM NO 02",810,625,0,1435,469,340,0,809,702,0,313,333,111,17,4,1,0,1,0,0,1,5,5,4,4,10,809
371,"P P KORIGAWAN",306,236,0,542,238,199,0,437,428,0,79,259,70,4,0,1,1,0,1,0,1,7,2,4,6,2,437
372,"G P P MADRAWAN ROOM NO 01",473,415,0,888,314,227,0,541,451,0,186,245,68,10,3,0,0,2,1,2,1,0,6,2,4,11,541
373,"G P P MADRAWAN ROOM NO 02",473,400,0,873,251,184,0,435,38,0,264,102,40,4,4,1,1,0,1,1,1,2,0,3,4,7,435
374,"J H S MADRAWAN",192,137,0,329,106,73,0,179,167,0,12,117,48,0,0,0,0,0,0,0,0,0,0,1,1,0,179
