"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKHILESH","2 - KASHI NATH SHUKLA","3 - PANKAJ","4 - HARSH VARDHAN","5 - ARAT KHARVAR","6 - KAVILAS","7 - MUMMATAJ","8 - MANGAL LAL","9 - PASHUPATI NATH GUPTA","10 - RADHEYSHYAM","11 - RAMSAMUJH","12 - VIMLESH TRIPATHI","13 - SHIVCHARAN","14 - SHREE AKHILESH KUMAR","15 - AJAYDHAR","16 - ANIL KUMAR SHAHANI","17 - GOVIND DAS","18 - TEJ PRATAP","19 - DAYARAM NISHAD","20 - DINESH KUMAR","21 - DINANATH","22 - RAKESH KUMAR GIRI","23 - RAKESH KUMAR GUPTA","24 - None of the Above","Total Votes Secured"
284,"P.V. PAKARI DIXIT",749,668,0,1417,372,411,0,783,480,0,223,217,244,28,1,2,1,0,5,2,7,4,4,5,5,22,4,1,1,2,0,3,1,1,783
285,"P.V. SOHSA BASPAR ROOM NO. 1",493,441,0,934,280,313,0,593,1,0,135,58,270,113,2,0,0,0,1,1,0,0,1,1,1,4,3,1,0,1,0,1,0,0,593
286,"P.V. SOHSA BASPAR ROOM NO. 2",424,325,1,750,231,214,0,445,445,0,77,67,237,42,0,1,1,0,0,0,3,0,0,2,1,2,0,3,3,0,0,1,0,5,445
287,"P.V. BANKATIYA",389,346,0,735,226,197,0,423,423,0,45,145,189,6,1,0,0,1,0,1,4,0,1,10,3,10,1,1,1,0,0,0,1,3,423
288,"P.V. CHAUPARIYA ROOM NO. 1",621,559,0,1180,375,358,0,733,533,0,217,47,361,48,3,15,1,0,3,3,3,1,1,4,1,2,5,1,7,0,2,5,2,1,733
289,"P.V. CHAUPARIYA ROOM NO. 2",303,287,0,590,197,180,0,377,1,0,43,115,156,43,2,0,1,0,2,2,3,0,1,1,0,2,1,2,2,0,1,0,0,0,377
290,"P.V. PARSA BUZURG",637,582,0,1219,372,363,0,735,735,0,99,224,371,16,2,0,2,0,0,0,6,0,1,2,2,2,0,4,1,0,1,0,0,2,735
291,"P.V. KURMI TOLA PARTAWAL",644,538,1,1183,388,383,0,771,470,0,23,222,456,11,5,19,3,2,2,1,0,2,4,5,0,9,0,2,1,0,1,1,0,2,771
292,"P.V. AKATAHAWA PARTAWAL ROOM NO. 1",578,461,0,1039,298,288,0,586,1,0,36,110,389,26,1,0,1,1,1,0,1,0,0,3,1,3,0,4,2,0,3,2,1,1,586
293,"P.V. AKATAHAWA PARTAWAL ROOM NO. 2",459,377,0,836,252,232,0,484,484,0,30,51,343,41,1,2,2,0,3,0,1,0,0,2,2,1,0,3,0,1,1,0,0,0,484
294,"U.M.V. PARTAWAL ROOM NO. 1",603,501,0,1104,367,307,0,674,674,0,232,131,257,19,2,0,3,1,1,1,0,1,1,5,5,15,0,0,0,0,0,0,0,0,674
295,"P.V. PARTAWAL TOLA DEVIPUR",325,279,0,604,192,194,0,386,1,0,75,24,256,6,2,4,0,0,1,1,3,2,1,2,2,4,0,1,0,0,0,1,0,1,386
296,"J.H.S. PARTAWAL",614,523,0,1137,340,329,0,669,1,0,74,186,326,26,2,1,1,1,1,1,3,5,1,2,3,27,0,2,2,1,0,0,1,3,669
297,"P.V. PARTAWAL ROOM NO. 1",507,397,0,904,334,254,0,588,1,0,154,30,358,25,0,0,1,0,1,0,1,0,0,2,3,4,2,2,1,0,1,0,1,2,588
298,"P.V. PARTAWAL ROOM NO. 2",749,612,0,1361,400,355,0,755,450,0,77,70,546,31,0,0,2,3,2,1,6,1,0,2,0,4,2,2,0,0,1,0,0,5,755
299,"P.V. DHANGARA",769,670,0,1439,482,401,0,883,480,0,25,153,657,14,1,7,0,2,1,0,0,1,1,0,0,0,6,7,5,0,1,1,0,1,883
300,"P.V. IMILIYA",474,384,0,858,287,240,0,527,1,0,96,64,289,30,2,0,2,1,3,2,2,1,4,1,4,5,2,4,3,1,0,2,1,8,527
301,"P.V. DHARMAULI ROOM NO. 1",544,454,0,998,292,291,0,583,1,0,203,47,277,20,0,0,0,0,1,2,1,0,0,1,2,4,5,7,5,0,3,1,0,4,583
302,"P.V. DHARMAULI ROOM NO. 2",587,506,0,1093,331,304,0,635,635,0,63,96,413,16,1,1,3,0,1,0,4,0,4,2,0,10,1,8,2,3,0,4,1,2,635
303,"P.V. DHARMAULI ATIRIKT ROOM",331,273,0,604,199,163,0,362,361,0,14,51,269,7,1,3,1,0,0,1,1,0,0,0,1,0,0,4,2,0,1,4,0,2,362
304,"P.M.V. PIPRA BRAMHAN URF BARIGAW ROOM NO. 1",588,474,0,1062,344,312,0,656,656,0,60,134,363,64,1,2,1,2,2,1,2,0,1,2,2,2,5,4,3,1,2,1,1,0,656
305,"P.M.V. PIPRA BRAMHAN URF BARIGAW ROOM NO. 2",531,425,0,956,283,262,0,545,517,0,24,57,403,22,0,1,9,0,2,0,1,0,3,2,1,12,2,2,1,0,0,0,0,3,545
306,"K.P.V. PIPRA BRAMHAN URF BARIGAW ROOM NO. 1",532,455,0,987,323,286,0,609,609,0,19,52,479,19,0,2,0,1,1,0,3,1,2,1,1,7,1,9,3,1,0,0,0,7,609
307,"K.P.V. PIPRA BRAMHAN URF BARIGAW ROOM NO. 2",453,360,0,813,277,206,0,483,483,0,20,81,314,24,1,2,1,1,0,2,1,0,0,0,1,1,4,11,6,3,3,3,0,4,483
308,"K.P.V. PIPRA BRAMHAN URF BARIGAW ROOM NO. 3",735,569,0,1304,416,309,0,725,717,0,15,76,545,36,1,1,0,0,1,1,4,5,3,6,4,3,2,5,5,1,0,5,0,6,725
309,"P.V. MAHAWANKHOR URF BADAHARA ROOM NO. 1",534,394,0,928,276,239,0,515,511,0,22,179,274,12,1,0,0,0,2,0,1,2,1,1,5,1,2,5,4,1,1,0,0,1,515
310,"P.V. MAHAWANKHOR URF BADAHARA ROOM NO. 2",470,387,0,857,262,246,0,508,508,0,16,147,277,22,2,0,0,1,0,1,1,3,3,2,3,16,0,2,2,1,1,2,2,4,508
311,"P.V. KARAUTA URF NEBUIYA ROOM NO. 1",685,573,0,1258,384,361,0,745,743,0,13,2,4,0,0,0,1,2,1,2,14,1,60,401,178,25,5,14,1,6,0,9,1,5,745
312,"P.V. KARAUTA URF NEBUIYA ROOM NO. 2",551,455,0,1006,268,304,0,572,572,0,22,72,364,36,2,24,0,1,2,2,1,1,4,4,2,8,1,4,1,2,0,5,6,8,572
313,"P.V. KARAUTA URF NEBUIYA ROOM NO. 3",407,364,0,771,226,220,0,446,429,0,22,23,332,22,1,20,0,1,2,1,1,0,1,4,0,7,2,0,2,0,1,3,0,1,446
314,"P.V. LAXMIPUR ROOM NO. 1",633,559,0,1192,350,392,0,742,742,0,94,154,464,15,0,8,0,0,1,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,742
315,"P.V. LAXMIPUR ROOM NO. 2",463,419,0,882,278,237,0,515,501,0,10,2,471,13,0,0,0,1,1,1,2,0,0,2,0,5,0,3,1,0,0,1,0,2,515
316,"P.V. AHIRAULI",787,664,0,1451,367,374,0,741,741,0,138,230,268,14,0,3,1,1,1,1,8,4,5,3,3,9,4,12,5,1,4,7,5,14,741
317,"P.V. SHITALAPUR",788,648,0,1436,382,428,0,810,810,0,385,143,91,171,0,1,2,1,0,0,2,0,0,2,0,0,2,5,0,0,1,2,0,2,810
318,"P.V. GORDHOWA",516,450,0,966,286,298,0,584,584,0,18,231,274,17,2,0,0,2,4,1,5,1,0,6,5,9,1,2,1,1,1,0,0,3,584
319,"P.V. JAGADISHPUR",703,568,0,1271,377,340,0,717,717,0,109,187,322,65,1,1,1,0,1,1,4,0,0,2,2,1,4,3,6,1,2,1,0,3,717
320,"P.V. PARSAUNI BUZURG ROOM NO. 1",631,541,0,1172,373,365,0,738,738,0,34,188,409,90,0,1,1,0,5,0,2,0,0,0,1,2,1,3,1,0,0,0,0,0,738
321,"P.V. PARSAUNI BUZURG ROOM NO. 2",508,444,0,952,262,282,0,544,538,0,108,163,202,24,0,2,1,1,3,0,4,3,0,0,0,2,2,11,4,2,0,6,1,5,544
322,"P.V. BASPAR MISHRA ROOM NO. 1",479,409,0,888,273,232,0,505,505,0,50,149,167,102,3,1,0,1,2,3,3,4,1,5,2,3,2,2,0,0,2,2,1,0,505
323,"P.V. BASPAR MISHRA ROOM NO. 2",429,379,0,808,239,224,0,463,463,0,42,148,191,51,1,0,3,1,2,2,6,1,1,2,1,5,0,1,1,2,1,0,0,1,463
324,"P.V. AMASAHA",524,430,0,954,265,294,0,559,552,0,105,192,201,36,1,0,1,1,1,0,0,0,3,4,0,4,1,2,0,1,2,0,1,3,559
325,"P.M.V. DHANGARI MUNDERI",772,705,0,1477,438,392,0,830,829,0,64,32,603,32,6,30,2,0,2,2,4,3,4,9,2,17,0,7,1,2,1,2,1,4,830
326,"P.V. CHAUMUKHA ROOM NO. 1",565,483,0,1048,304,287,0,591,591,0,33,30,493,7,1,0,1,0,0,2,1,1,0,4,1,8,0,2,2,0,0,0,2,3,591
327,"P.V. CHAUMUKHA ROOM NO. 2",523,455,0,978,305,282,0,587,587,0,132,187,212,12,1,0,1,1,0,2,1,0,4,2,4,15,3,3,1,1,0,3,1,1,587
328,"J.H.S. CHAUMUKHA ROOM NO. 1",568,524,0,1092,253,318,0,571,570,0,34,40,372,55,2,8,3,1,3,2,6,1,1,6,5,15,3,3,5,2,1,1,0,2,571
329,"J.H.S. CHAUMUKHA ROOM NO. 2",497,414,0,911,237,218,0,455,455,0,55,46,171,109,3,4,0,0,3,2,2,5,11,8,3,10,4,2,1,2,7,0,1,6,455
330,"P.V. DHEKAHI",720,610,0,1330,421,355,0,776,1,0,79,119,455,42,1,1,1,1,6,1,10,1,4,4,6,9,2,16,2,3,2,3,2,6,776
331,"P.V. BELWA ROOM NO. 1",534,442,0,976,293,263,0,556,556,0,72,35,369,29,4,0,2,0,1,2,2,2,0,5,3,8,2,10,2,1,1,0,0,6,556
332,"P.V. BELWA ROOM NO. 2",722,576,0,1298,365,318,0,683,679,0,206,29,384,36,0,6,3,0,0,0,4,1,1,2,0,3,3,1,0,1,0,0,1,2,683
333,"P.V. MATHIYA",415,381,0,796,241,247,0,488,488,0,45,70,298,48,2,0,1,1,2,0,1,0,1,2,1,0,5,3,6,1,0,0,1,0,488
334,"P.V. MANGALPUR ROOM NO. 1",489,367,0,856,261,233,0,494,494,0,90,37,313,21,1,1,3,1,1,0,5,0,1,1,3,8,1,0,1,2,0,1,1,2,494
335,"P.V. MANGALPUR ROOM NO. 2",570,462,0,1032,295,264,0,559,559,0,76,85,330,26,4,1,1,1,4,2,1,0,0,4,3,11,1,5,1,0,0,0,1,2,559
336,"P.V. KHANPUR ROOM NO.1",690,581,1,1272,402,413,0,815,815,0,136,229,384,22,4,1,0,1,1,4,8,0,1,4,5,7,1,4,0,2,0,0,0,1,815
337,"P.V. KHANPUR ROOM NO.2",619,524,1,1144,274,298,0,572,568,0,86,95,322,21,6,2,1,1,5,0,6,4,2,2,2,3,4,3,5,0,1,0,0,1,572
338,"P.V. VIRAICHI",698,592,0,1290,407,338,0,745,663,0,79,257,255,43,5,42,1,2,3,3,7,6,8,2,4,3,2,3,3,0,1,6,4,6,745
339,"P.V. KOTWA",631,547,1,1179,392,366,0,758,755,0,144,302,171,40,3,8,1,4,2,1,6,6,4,18,1,5,5,7,3,5,2,4,7,9,758
340,"PANCHAYAT BHAWAN TEDHAWA",715,585,0,1300,394,375,0,769,769,0,182,115,397,35,3,4,0,0,1,0,4,2,3,4,2,6,4,3,3,0,1,0,0,0,769
341,"P.V. VISHWANATHPUR",415,342,0,757,264,237,0,501,500,0,91,183,188,19,2,0,0,0,0,0,4,1,2,0,0,0,6,1,1,2,0,0,0,1,501
342,"P.V. MEDANIPUR ROOM NO. 1",637,538,0,1175,373,319,0,692,637,0,77,131,375,62,1,1,0,0,1,4,2,1,5,6,0,10,0,5,0,1,1,1,0,8,692
343,"P.V. MEDANIPUR ROOM NO. 2",597,452,1,1050,356,256,0,612,591,0,59,50,402,29,0,1,1,0,3,3,5,3,6,6,2,30,0,1,7,1,2,1,0,0,612
344,"P.V. MEDANIPUR TOLA KHUSHAHAL NAGAR",773,644,0,1417,454,411,0,865,862,0,25,166,565,38,3,4,1,0,3,1,3,3,2,4,6,9,6,1,7,5,2,3,3,5,865
345,"P.V. MEDANIPUR TOLA NARAYANPUR ROOM NO. 1",580,496,0,1076,334,304,0,638,636,0,39,149,324,43,4,0,2,1,2,1,2,3,3,4,5,18,2,8,10,3,0,2,3,10,638
346,"P.V. MEDANIPUR TOLA NARAYANPUR ROOM NO. 2",642,543,0,1185,351,298,0,649,649,0,23,131,436,34,2,0,0,1,1,2,0,3,2,2,3,3,1,1,3,0,0,1,0,0,649
347,"P.V. HARAKHA",458,423,0,881,254,230,0,484,484,0,15,125,307,21,0,0,0,0,3,2,2,1,0,2,1,2,0,0,1,2,0,0,0,0,484
348,"P.M.V. HARAKHI ROOM NO. 1",656,589,0,1245,378,365,0,743,690,0,7,137,529,34,1,0,0,0,5,1,1,1,5,1,0,5,0,2,9,0,3,1,0,1,743
349,"P.M.V. HARAKHI ROOM NO. 2",618,542,1,1161,322,309,0,631,47,0,17,52,520,22,2,0,1,0,0,0,0,0,1,1,1,1,1,0,4,3,0,2,0,3,631
350,"P.V. KHUTA MAIDAN",193,157,0,350,128,128,0,256,256,0,13,62,158,5,0,0,1,0,1,0,2,2,0,0,1,2,0,3,4,1,0,1,0,0,256
351,"P.V. PAKARIYAR VISHUNPUR ROOM NO. 1",476,380,0,856,277,249,0,526,55,0,16,24,425,15,24,0,0,2,0,1,3,0,0,2,1,4,0,4,2,0,0,1,0,2,526
352,"P.V. PAKARIYAR VISHUNPUR ROOM NO. 4",407,339,0,746,256,219,0,475,414,0,27,99,288,22,9,0,0,1,1,0,3,1,0,2,0,9,0,2,2,1,4,2,0,2,475
353,"P.V. PAKARIYAR VISHUNPUR ROOM NO. 2",696,565,0,1261,377,323,0,700,700,0,102,79,403,19,60,3,2,2,1,0,5,2,1,8,1,4,0,2,2,0,1,1,0,2,700
354,"P.V. PAKARIYAR VISHUNPUR ROOM NO. 3",439,351,0,790,296,239,0,535,3,0,14,161,296,8,12,3,1,1,0,6,2,0,4,2,7,11,0,3,1,2,0,0,1,0,535
355,"P.V. PAKARIYAR VISHUNPUR BHAGARA TOLA",451,353,0,804,295,231,0,526,522,0,161,14,312,19,4,0,1,0,2,0,1,0,1,1,0,2,0,0,2,0,0,1,3,2,526
356,"P.V. BHISWA URF KOTIYA",583,429,0,1012,410,253,0,663,663,0,83,112,344,28,5,24,2,2,2,1,4,0,4,1,5,10,7,4,5,3,4,6,0,7,663
