"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL SHUKLA WARSI","2 - DEVENDRA SINGH BHOLE SINGH","3 - RAJARAM PAL","4 - LAL SINGH TOMAR","5 - AMAR SINGH","6 - ARVIND KUMAR","7 - DR. OMKAR NATH KATIYAR","8 - GOPI RAMAN","9 - JASWANT SINGH","10 - DR. BAJARANG PRATAP SONKAR","11 - RAMA KANT VERMA","12 - RAMENDRA SINGH TOMAR","13 - ASHOK YADAV","14 - NEERAJ KUMAR ADVOCATE","15 - BHARTI DEVI PASI ADVOCATE","16 - MUNNI DEVI","17 - RAM SEVAK","18 - VIJAY KUMAR SHARMA","19 - None of the Above","Total Votes Secured"
299,"PR. PATHSHALA PAHEVA ROOM NO. 2",323,232,0,555,160,108,0,268,268,0,9,170,5,75,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0,268
300,"PR. PATHSHALA KANTHIPUR",569,452,0,1021,341,278,0,619,600,0,172,144,67,180,2,4,1,0,0,0,8,0,1,4,4,7,7,7,11,619
301,"PR. PATHSHALA DEVRA",336,236,0,572,244,156,0,400,294,0,54,268,32,14,2,0,1,0,1,0,0,1,2,5,11,3,2,2,2,400
302,"PR. PATHSHALA LAKHANKHEDA",467,338,0,805,277,206,0,483,400,0,8,10,9,3,7,0,1,1,1,1,0,2,30,125,178,102,2,2,1,483
303,"PR. PATHSHALA NIBIYA",289,230,0,519,193,135,0,328,327,0,78,182,31,18,0,1,0,0,1,0,0,1,0,0,6,3,0,1,6,328
304,"PR. PATHSHALA PASIKHEDA ROOM NO.1",551,430,0,981,315,220,0,535,535,0,49,287,16,157,3,1,0,0,0,0,2,1,1,0,2,4,5,2,5,535
305,"PR. PATHSHALA PASIKHEDA ROOM NO.2",463,360,0,823,240,179,0,419,400,0,164,151,27,49,1,0,0,1,0,3,2,0,3,3,11,3,0,1,0,419
306,"PR. PATHSHALA PASEMA",681,533,0,1214,401,273,0,674,645,0,203,290,17,143,1,0,0,0,2,0,1,1,2,1,5,3,3,0,2,674
307,"PR. PATHSHALA TIWARIPUR SADH",834,641,0,1475,464,225,0,689,680,0,157,260,17,211,3,1,0,0,1,0,1,13,0,0,1,3,9,5,7,689
308,"PR. PATHSHALA BHADWARA",500,426,0,926,299,233,0,532,532,0,37,291,147,20,2,1,0,3,1,2,2,0,2,6,6,8,0,1,3,532
309,"PR. PATHSHALA NIBIYAKHEDA M. BHADWARA",782,637,1,1420,489,304,0,793,790,0,218,287,161,86,4,1,0,0,3,1,4,1,2,3,4,9,6,1,2,793
310,"PR. PATHSHALA CHANDAPUR M. BHADWARA",711,568,0,1279,436,345,0,781,779,0,221,456,34,33,0,5,0,0,0,2,1,1,0,3,5,6,7,4,3,781
311,"PR. PATHSHALA UDAIPUR",549,416,0,965,296,182,0,478,475,0,38,145,33,236,3,3,2,0,1,2,0,2,0,4,5,2,0,0,2,478
312,"POORV M. VIDDYALAY GUGURA",642,493,0,1135,370,260,0,630,624,0,144,138,22,302,2,0,0,0,0,0,0,3,0,4,4,3,3,1,4,630
313,"PR. PATHSHALA UMARI ROOM NO.1",672,513,0,1185,319,272,0,591,550,0,33,453,23,49,2,2,0,0,2,0,2,6,2,1,7,1,1,3,4,591
314,"PR. PATHSHALA UMARI ROOM NO.2",397,318,0,715,191,160,0,351,351,0,46,160,66,52,0,3,1,0,1,2,1,1,3,4,3,5,0,2,1,351
315,"PANCHAYAT BHAVAN FAIZULLAPUR",406,293,0,699,212,179,0,391,388,0,50,203,103,11,0,0,1,1,3,0,1,0,0,7,1,3,2,3,2,391
316,"PR. PATHSHALA RAR",794,577,0,1371,329,339,0,668,669,0,253,339,11,28,2,3,0,0,0,0,0,0,0,2,15,8,5,1,1,668
317,"PR. PATHSHALA PATARI",749,635,0,1384,418,337,0,755,752,0,335,300,12,63,1,4,0,1,0,1,2,2,1,5,10,8,4,5,1,755
318,"JR. H. SCHOOL MURLIPUR M. PATARI ROOM NO.1",320,290,0,610,168,154,0,322,322,0,70,102,14,122,1,1,0,0,0,1,1,1,0,1,2,1,2,1,2,322
319,"PR. PATHSHALA SIHUPUR",594,474,0,1068,276,223,0,499,499,0,125,268,16,58,2,0,0,0,0,0,3,0,1,0,5,2,4,12,3,499
320,"PR. PATHSHALA SANDAULI",339,289,0,628,172,154,0,326,326,0,128,94,36,48,0,1,1,1,1,0,0,0,0,0,6,4,4,1,1,326
321,"PR. PATHSHALA MOHAMMADPUR GHATAMPUR",355,311,0,666,213,160,0,373,350,0,78,232,21,25,0,1,0,1,0,2,3,1,1,1,2,5,0,0,0,373
322,"PR. PATHSHALA BAIRIPUR",222,165,0,387,139,108,0,247,247,0,57,127,0,53,1,1,0,0,0,0,0,0,0,0,1,2,2,3,0,247
323,"PR. PATHSHALA SAKHAHARI ROOM NO.1",515,401,0,916,293,215,0,508,508,0,124,270,28,16,2,3,0,0,2,2,1,0,2,5,8,11,15,7,12,508
324,"PR. PATHSHALA SAKHAHARI ROOM NO.2",232,204,0,436,151,120,0,271,250,0,41,152,5,53,1,1,0,1,0,0,7,0,1,0,1,2,2,2,2,271
325,"PR. PATHSHALA LAULI",359,307,0,666,204,159,0,363,307,0,75,219,16,25,0,0,1,2,0,0,1,0,4,3,5,1,2,6,3,363
326,"PR. PATHSHALA HARBASPUR ROOM NO.1",470,378,0,848,230,196,0,426,410,0,26,238,108,12,1,1,0,0,0,0,1,13,3,7,7,8,0,0,1,426
327,"PR. PATHSHALA HARBASPUR ROOM NO.2",457,368,0,825,257,175,0,432,430,0,44,212,92,15,0,1,1,1,1,1,1,7,4,2,14,10,7,10,9,432
328,"PR. PATHSHALA BAVAN",577,464,0,1041,332,235,0,567,555,0,129,333,30,31,0,14,0,2,0,0,1,8,1,0,8,3,2,3,2,567
329,"PR. PATHSHALA ANOIYA",227,172,0,399,140,91,0,231,231,0,50,95,7,72,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,231
330,"JR. H. SCHOOL BARIPAL ROOM NO.1",434,371,0,805,263,174,0,437,410,0,62,292,23,49,0,0,0,1,1,0,1,2,0,0,3,0,0,3,0,437
331,"JR. H. SCHOOL BARIPAL ROOM NO.2",453,346,0,799,283,191,0,474,446,0,146,182,58,78,0,0,0,0,0,0,0,0,0,1,2,6,1,0,0,474
332,"JR. H. SCHOOL BARIPAL ROOM NO.3",586,461,0,1047,340,115,0,455,447,0,38,132,41,230,2,1,0,0,1,0,0,1,1,0,3,4,0,1,0,455
333,"JR. H. SCHOOL BARIPAL ROOM NO.4",448,339,0,787,250,173,0,423,422,0,134,52,144,78,1,1,0,1,0,0,1,0,2,2,2,3,0,2,0,423
334,"PR. PATHSHALA NADLANPUR M. BARIPAL",204,170,0,374,122,86,0,208,200,0,19,21,3,160,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,208
335,"PR. PATHSHALA TAIYANPUR M. BARIPAL",248,203,0,451,169,140,0,309,307,0,16,9,259,16,1,0,0,0,3,0,0,0,0,0,3,1,1,0,0,309
336,"PR. PATHSHALA MADURI",374,314,0,688,246,209,0,455,411,0,60,276,10,101,0,0,1,0,1,0,0,0,0,0,2,2,1,0,1,455
337,"PR. PATHSHALA SIDHAUL",772,635,0,1407,466,316,0,782,759,0,99,556,23,47,0,3,0,0,0,2,2,1,3,5,15,6,3,12,5,782
338,"NAYA PR.PATHSHLA LAHURIMAU ROOM NO.1",615,497,0,1112,390,151,0,541,520,0,13,359,55,90,1,0,1,0,0,0,2,1,2,2,7,5,1,2,0,541
339,"NAYA PR.PATHSHLA LAHURIMAU ROOM NO.2",386,310,0,696,161,126,0,287,287,0,49,67,25,135,2,0,0,1,0,0,1,1,1,0,1,2,0,1,1,287
340,"PR. PATHSHALA ASWARMAU",402,361,0,763,259,237,0,496,483,0,15,314,18,130,0,0,0,2,0,0,2,1,0,2,5,4,0,3,0,496
341,"PR. PATHSHALA SAMUHI",528,374,0,902,255,184,0,439,425,0,29,251,66,47,0,4,1,0,4,2,1,0,7,3,10,7,1,3,3,439
342,"PR. PATHSHALA SAHBAJPUR M. SAMUHI",315,251,0,566,192,145,0,337,332,0,67,177,24,46,2,2,2,0,0,1,1,1,0,1,4,4,0,2,3,337
343,"PR. PATHSHALA BHATPURWA M. SAMUHI",497,411,0,908,302,227,0,529,528,0,68,322,71,18,1,1,2,0,0,2,0,1,2,8,20,10,1,2,0,529
344,"PR. PATHSHALA SIRSA ROOM NO.1",601,481,0,1082,400,247,0,647,605,0,92,498,36,16,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,647
345,"PR. PATHSHALA SIRSA ROOM NO.2",453,362,0,815,253,161,0,414,380,0,98,227,10,67,1,1,0,0,0,0,1,1,0,0,3,2,1,1,1,414
346,"PR. PATHSHALA MAIDHARI",447,340,0,787,248,166,0,414,410,0,71,197,18,113,4,2,2,0,0,0,0,1,0,0,2,1,1,1,1,414
347,"PR. PATHSHALA KANDHAULI",363,232,0,595,200,114,0,314,310,0,48,186,22,42,0,0,0,0,0,0,1,0,0,2,4,1,3,4,1,314
348,"PR. PATHSHALA DHARCHHUA",576,490,0,1066,319,216,0,535,520,0,48,300,94,79,2,0,0,0,1,0,0,1,1,2,4,2,0,0,1,535
349,"PR. PATHSHALA BIRIYA",405,340,0,745,245,184,0,429,429,0,115,137,5,154,1,0,0,2,0,0,0,4,1,2,3,2,0,0,3,429
350,"PR. PATHSHALA MANIHARPUR",296,238,0,534,148,116,0,264,250,0,27,161,19,54,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,264
351,"PR. PATHSHALA CHATURIPURWA",457,374,0,831,284,214,0,498,498,0,83,283,36,75,1,0,0,0,0,1,0,0,0,3,6,2,3,3,2,498
352,"NAYA PR. PATHSHALA DHAMNABUZURG",854,610,0,1464,453,305,0,758,750,0,276,293,32,105,5,7,0,2,2,2,2,3,2,2,5,13,5,2,0,758
353,"PR. PATHSHALA BARIMHATAIN ROOM NO.1",576,428,0,1004,354,202,0,556,556,0,101,364,12,58,0,2,0,1,0,0,0,0,0,1,6,4,4,2,1,556
354,"PR. PATHSHALA BARIMHATAIN ROOM NO.2",649,504,0,1153,371,246,0,617,540,0,269,292,16,5,0,2,1,0,4,1,4,1,0,2,10,6,3,0,1,617
355,"PR. PATHSHALA CHAPREHTA",397,312,0,709,241,173,0,414,398,0,37,232,69,52,1,0,0,0,0,2,2,1,0,2,7,5,0,2,2,414
356,"PR. PATHSHALA PACHKHURA",440,335,0,775,246,195,0,441,415,0,92,204,82,25,2,1,0,0,1,0,4,2,0,2,7,2,7,5,5,441
357,"PR. PATHSHALA ASDHANA ROOM NO.1",663,546,0,1209,368,285,0,653,650,0,133,341,20,99,0,4,0,1,1,0,33,2,1,4,5,5,2,1,1,653
358,"PR. PATHSHALA ASDHANA ROOM NO.2",816,683,0,1499,415,290,0,705,617,0,59,414,87,95,0,0,1,1,1,0,11,0,1,2,6,2,7,11,7,705
359,"ADARSH VAIDIC INTER COLLEGE KUANKHEDA ROOM NO.1",550,429,0,979,281,209,0,490,480,0,25,349,91,11,0,1,0,0,1,0,0,6,0,0,0,2,1,0,3,490
360,"ADARSH VAIDIC INTER COLLEGE KUANKHEDA ROOM NO.2",640,494,0,1134,349,227,0,576,576,0,97,300,129,10,0,0,1,1,0,2,1,1,2,2,4,6,2,8,10,576
361,"PR. PATHSHALA KAMALPUR",386,323,1,710,218,196,0,414,412,0,49,303,9,41,0,3,1,0,1,0,0,0,0,0,2,1,0,2,2,414
362,"PR. PATHSHALA NAVAHI",291,210,0,501,169,131,0,300,300,0,81,195,7,3,1,1,0,1,1,0,0,0,1,0,6,2,0,0,1,300
363,"PR. PATHSHALA KAITHA ROOM NO.1",652,501,0,1153,321,267,0,588,560,0,162,329,48,23,1,0,0,2,0,2,2,0,0,4,3,4,3,2,3,588
364,"PR. PATHSHALA KAITHA ROOM NO.2",569,430,0,999,297,185,0,482,482,0,55,309,76,7,1,6,0,0,4,0,1,0,1,3,12,3,2,1,1,482
365,"PR. PATHSHALA KUMHEDIYA",716,553,0,1269,441,320,0,761,740,0,334,369,27,8,2,1,2,0,1,0,0,0,1,1,1,5,2,5,2,761
