"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAILASH NATH SINGH YADAV","2 - MO. MAKSUD KHAN","3 - MANOJ SINHA","4 - SMT SHIVKANYA KUSHWAHA","5 - ISHWAR DEV","6 - ISHWARI","7 - OMKAR CHAUHAN","8 - GUPTESHWAR","9 - DEENDAYAL","10 - DHARM YADAV","11 - PAPPU","12 - BRIJ BHUSHAN","13 - BHARAT","14 - RAJENDRA NATH RAM","15 - SATYA DEV YADAV","16 - ARUN KUMAR SINGH","17 - KUBER","18 - LAKSHAMAN","19 - None of the Above","Total Votes Secured"
328,"P.P. ODARAI N.WING",519,466,0,985,312,284,0,596,284,0,41,6,348,164,2,3,0,0,2,5,2,4,0,4,0,3,3,2,7,596
329,"P.P. ODARAI S.WING",365,339,0,704,228,231,0,459,220,0,13,7,262,141,1,1,0,0,0,4,3,2,1,4,2,4,2,0,12,459
330,"P.P. WITHARIYA",606,548,0,1154,348,337,0,685,240,0,121,21,246,166,2,13,2,0,0,84,2,4,2,2,1,11,3,0,5,685
331,"P.P. KOTHIYA",732,583,1,1316,356,341,0,697,672,0,66,22,434,101,3,10,0,0,6,9,6,7,3,4,4,9,3,2,8,697
332,"AADARSH SHISHU SHIKSHA NIKETAN SHANKARPUR",484,449,0,933,280,298,0,578,300,0,239,7,116,197,6,3,0,0,0,2,1,3,0,0,1,0,2,1,0,578
333,"P.P. MUSTAFABAD U.BARAGAW",738,600,0,1338,433,351,0,784,384,0,189,16,294,71,3,12,2,3,3,149,1,6,2,4,3,14,7,2,3,784
334,"PURWA M.V. KHADAURA",257,201,0,458,135,118,0,253,153,0,122,4,119,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,253
335,"P.P. KUDDANPUR",198,190,0,388,114,140,0,254,15,0,234,3,3,8,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,254
336,"P.P. DILLA",368,337,0,705,117,285,0,402,243,0,172,4,23,112,1,8,0,0,1,61,1,3,1,4,1,5,1,2,2,402
337,"J.H. SCHOOL DILLA",285,248,0,533,145,139,0,284,230,0,54,3,40,20,0,9,0,0,3,141,1,6,1,0,0,5,0,0,1,284
338,"P.P. CHHATAMA",844,717,0,1561,480,481,0,961,501,0,199,20,257,170,9,39,6,1,13,207,6,6,1,5,2,3,6,1,10,961
339,"P.P. BHIKHAMPUR",404,327,0,731,269,219,0,488,211,0,12,7,314,56,1,8,1,3,1,51,2,30,1,0,1,0,0,0,0,488
340,"P.P. KARUI",461,398,1,860,275,247,0,522,90,0,261,3,7,239,3,1,0,0,0,1,0,0,0,0,0,4,2,0,1,522
341,"PANCHAYAT BHAWAN  BAHARAMPUR",571,461,0,1032,310,320,0,630,251,0,263,4,133,209,4,0,1,0,1,2,3,1,0,1,1,3,1,2,1,630
342,"JAY BAJRANGBALI J.H.SCHOOL RAMPUR PATARI E.WING",727,629,0,1356,518,300,0,818,200,0,235,10,235,236,6,9,1,0,4,59,8,4,2,1,0,5,3,0,0,818
343,"JAY BAJRANGBALI J.H.SCHOOL RAMPUR PATARI E.WING",491,429,0,920,282,285,0,567,400,0,139,17,294,89,2,1,3,1,0,9,3,1,0,3,1,2,0,1,1,567
344,"P.P. HARDASPUR KLAN W.WING",691,598,0,1289,309,369,0,678,110,0,172,23,335,30,0,5,1,2,3,79,5,1,1,4,2,6,5,2,2,678
345,"P.P. HARDASPUR KLAN E.WING",557,445,0,1002,255,232,0,487,35,0,40,15,358,43,0,2,0,0,0,16,3,5,2,1,0,1,1,0,0,487
346,"P.P. TILESARA W.WING",536,421,0,957,251,222,0,473,230,0,56,17,119,205,4,2,2,1,2,40,2,3,4,3,2,8,2,0,1,473
347,"P.P. PAREWA",500,435,0,935,342,226,0,568,98,0,77,1,85,363,3,0,0,0,0,2,0,29,1,1,0,1,3,0,2,568
348,"P.P. NIYAV",603,538,0,1141,345,315,0,660,219,0,164,12,292,140,1,0,2,0,2,6,1,2,2,1,1,10,9,2,13,660
349,"P.P. WAJIDPUR",531,466,0,997,312,258,0,570,376,0,170,23,188,87,1,0,2,0,1,26,4,30,3,7,2,12,5,3,6,570
350,"P.P. DHUREHARA E.WING",608,546,0,1154,354,266,0,620,400,0,254,9,168,152,1,1,1,0,0,0,0,12,0,3,3,9,4,0,3,620
351,"P.P. DHUREHARA W.WING",398,375,0,773,201,211,0,412,396,0,104,9,161,99,1,0,0,1,1,1,5,16,2,0,0,2,0,2,8,412
352,"SADHAN SAHAKARI SAMEETI FIROSHAPUR",582,501,0,1083,335,312,0,647,111,0,196,4,193,205,4,1,0,0,0,3,1,1,0,0,2,8,14,1,14,647
353,"P.P. GUMMA E.WING",687,581,0,1268,410,351,0,761,62,0,378,4,276,53,0,5,0,0,1,13,3,3,1,4,1,13,4,1,1,761
354,"P.P. GUMMA W.WING",760,607,0,1367,441,355,0,796,215,0,233,6,112,417,4,2,1,0,0,0,1,6,0,0,1,10,0,2,1,796
355,"P.P. CHAKABAKAR",613,517,0,1130,415,348,0,763,221,0,128,3,61,537,9,0,0,2,0,1,2,1,0,1,1,3,6,1,7,763
356,"J.H.SCHOOL SARAULI U. PAHETIYA N.WING",592,511,0,1103,336,300,0,636,112,0,176,31,78,178,1,7,0,0,1,148,0,4,1,0,2,1,3,2,3,636
357,"J.H.SCHOOL SARAULI U. PAHETIYA N.WING",524,417,0,941,296,260,0,556,113,0,199,16,65,94,0,2,0,1,0,148,1,9,2,2,0,5,6,1,5,556
358,"J.H.SCHOOL SARAULI U. PAHETIYA S.WING",829,654,0,1483,453,353,0,806,133,0,285,8,179,288,5,0,0,0,1,11,7,3,2,2,0,3,6,1,5,806
359,"P.P. MUBARKPUR KAJI",592,504,0,1096,350,313,0,663,121,0,171,13,246,186,3,3,1,0,3,4,4,10,5,0,3,6,1,3,1,663
360,"P.P. ALAWALPUR",789,685,0,1474,425,430,0,855,352,0,280,12,212,260,2,2,2,0,0,53,3,3,0,1,3,0,16,1,5,855
361,"HARIJAN P.P. KARKAPUR R.N.-1",663,510,0,1173,381,300,0,681,500,0,120,6,144,385,2,1,0,0,0,0,0,7,0,3,0,3,3,1,6,681
362,"HARIJAN P.P. KARKAPUR R.N.-2",745,662,0,1407,401,334,0,735,112,0,231,6,194,266,1,1,0,0,1,2,1,5,2,2,7,7,5,1,3,735
363,"KANYA P.P. SALEMPUR BUJURGA E.WING",711,542,0,1253,402,313,0,715,224,0,192,6,248,217,1,4,3,0,2,5,4,8,2,4,0,16,0,1,2,715
364,"KANYA P.P. SALEMPUR BUJURGA W.WING",639,503,0,1142,300,257,0,557,557,0,218,7,143,132,1,1,2,1,0,7,5,7,2,4,5,16,3,2,1,557
365,"P.P. BUJURGA FIRST R.N.-1",552,442,0,994,278,245,0,523,112,0,98,5,254,91,4,5,0,3,4,20,3,3,1,2,2,7,7,1,13,523
366,"P.P. BUJURGA EXT.ROOM",387,334,0,721,205,166,0,371,133,0,59,5,71,152,0,2,1,0,0,39,2,9,1,0,5,19,0,1,5,371
367,"P.P. BUJURGA FIRST R.N.-2",918,747,0,1665,441,381,0,822,335,0,316,19,158,155,0,5,1,0,0,141,1,9,1,0,0,10,3,0,3,822
368,"P.P. HARDASPUR KASHI",639,476,0,1115,330,312,0,642,347,0,196,13,340,56,0,1,2,0,2,7,0,9,0,0,3,10,0,0,3,642
369,"P.P. SARAY GOKUL E.WING",876,714,0,1590,440,379,0,819,223,0,76,7,330,235,4,31,4,1,3,23,2,5,0,2,18,71,2,1,4,819
370,"P.P. SARAY GOKUL W.WING",886,753,0,1639,499,440,0,939,939,0,477,11,117,180,3,26,0,3,2,25,2,6,1,2,3,76,4,0,1,939
