ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S13,18,S13-Maharashtra,18-Jalna,9,RATHOD RAMESH LALSING,Bahujan Mukti Party
S13,18,S13-Maharashtra,18-Jalna,10,VITTHAL SAHEBRAO SHELKE,Ambedkarite Party of India
S13,18,S13-Maharashtra,18-Jalna,11,SANJAY NIVRUTTI HIVRALE,Ambedkar National Congress
S13,18,S13-Maharashtra,18-Jalna,12,UNGE RAMBHAU KUNDLIK,Independent
S13,18,S13-Maharashtra,18-Jalna,13,KARANDE GANESH NAVNATHRAO,Independent
S13,18,S13-Maharashtra,18-Jalna,14,KAKARWAL PRATAPSING MAHAJAN,Independent
S13,18,S13-Maharashtra,18-Jalna,15,AD. MAHESH VITTHALRAO KHARAT,Independent
S13,18,S13-Maharashtra,18-Jalna,16,RAMBHAU VITTHAL CHINCHORE,Independent
S13,18,S13-Maharashtra,18-Jalna,17,NADE DNYANESHWAR DAGDUJI,Independent
S13,18,S13-Maharashtra,18-Jalna,18,M. JAVED A. WAHAB,Independent
S13,18,S13-Maharashtra,18-Jalna,19,BABASAHEB PATIL SHINDE,Independent
S13,18,S13-Maharashtra,18-Jalna,20,SAPKAL LILABAI DHARMA,Independent
S13,18,S13-Maharashtra,18-Jalna,21,SAYYAD HUSAIN AHMAD,Independent
S13,18,S13-Maharashtra,18-Jalna,22,ASHOK VITTHAL SONWANE,Independent
S13,19,S13-Maharashtra,19-Aurangabad,1,CHANDRAKANT BHAURAO KHAIRE,Shivsena
S13,19,S13-Maharashtra,19-Aurangabad,2,JEVRIKAR INDRAKUMAR DNYANOBA,Bahujan Samaj Party
S13,19,S13-Maharashtra,19-Aurangabad,3,PATIL NITIN SURESH,Indian National Congress
S13,19,S13-Maharashtra,19-Aurangabad,4,ABDUL KHUDUS ABDUL SAMAD SHAIKH,Bahujan Mukti Party
S13,19,S13-Maharashtra,19-Aurangabad,5,JADHAV PUSHPA SHANTILAL,Ambedkar National Congress
S13,19,S13-Maharashtra,19-Aurangabad,6,BANSWAL MANNALAL PREMCHAND,Prabuddha Republican Party
S13,19,S13-Maharashtra,19-Aurangabad,7,MOHMMAD KISMATWALA KASIM KISMATWALA,Gareeb Aadmi Party
S13,19,S13-Maharashtra,19-Aurangabad,8,GAYAKE SADASHIV AMBADAS,Samajwadi Party
S13,19,S13-Maharashtra,19-Aurangabad,9,SAYYAD SHAFIYODDIN VAHIYODDIN,Welfare Party Of India
S13,19,S13-Maharashtra,19-Aurangabad,10,SUBHASH KALYANRAO LOMTE,Aam Aadmi Party
S13,19,S13-Maharashtra,19-Aurangabad,11,AHAMAD AZIZ AHAMAD MATEEN,Independent
S13,19,S13-Maharashtra,19-Aurangabad,12,BANSODE UDHAV GOVARDHAN,Independent
S13,19,S13-Maharashtra,19-Aurangabad,13,ANKUSH MUNJAJI TUPSAMUNDRE,Independent
S13,19,S13-Maharashtra,19-Aurangabad,14,KAILAS CHANDRABHAN THENGDE,Independent
S13,19,S13-Maharashtra,19-Aurangabad,15,JAGDIP VISHWANATH SHINDE,Independent
S13,19,S13-Maharashtra,19-Aurangabad,16,TRIBHUVAN MADHUKAR PADMAKAR,Independent
S13,19,S13-Maharashtra,19-Aurangabad,17,DANDGE NANASAHEB DAMODHAR,Independent
S13,19,S13-Maharashtra,19-Aurangabad,18,NADEEM RANA,Independent
S13,19,S13-Maharashtra,19-Aurangabad,19,PHULARE SURESH ASARAM,Independent
S13,19,S13-Maharashtra,19-Aurangabad,20,DR. FEROZ KHAN MURTUZA KHAN,Independent
S13,19,S13-Maharashtra,19-Aurangabad,21,BALASAHEB ASARAM SARATE,Independent
S13,19,S13-Maharashtra,19-Aurangabad,22,BALASAHEB VITTHAL AWARE,Independent
S13,19,S13-Maharashtra,19-Aurangabad,23,JAWAHARLAL LAXMAN BHAGURE,Independent
S13,19,S13-Maharashtra,19-Aurangabad,24,BHANUDAS RAMDAS SARODE,Independent
S13,19,S13-Maharashtra,19-Aurangabad,25,RAJU BABURAO DOLE,Independent
S13,19,S13-Maharashtra,19-Aurangabad,26,NANDARKAR VISHAL UDDHAV,Independent
S13,19,S13-Maharashtra,19-Aurangabad,27,SHAIK SAYYAD SHAIK MAHMOOD,Independent
S13,20,S13-Maharashtra,20-Dindori,1,CHAVAN HARISHCHANDRA DEORAM,Bharatiya Janata Party
S13,20,S13-Maharashtra,20-Dindori,2,DR. BHARATI PRAVIN PAWAR,Nationalist Congress Party
S13,20,S13-Maharashtra,20-Dindori,3,MALI SHARAD SAHEBRAO,Bahujan Samaj Party
S13,20,S13-Maharashtra,20-Dindori,4,COM. HEMANT MOTIRAM WAGHERE,Communist Party of India  (Marxist)
S13,20,S13-Maharashtra,20-Dindori,5,PRABHAT CHINDHU SONAWANE,Bharipa Bahujan Mahasangh
S13,20,S13-Maharashtra,20-Dindori,6,BHARAT KISAN MATE,Bahujan Mukti Party
S13,20,S13-Maharashtra,20-Dindori,7,PROF. DNYANESHWAR DAMU MALI,Aam Aadmi Party
S13,20,S13-Maharashtra,20-Dindori,8,AJITDADA BHIKA PAWAR,Independent
S13,20,S13-Maharashtra,20-Dindori,9,KAILAS SAKHARAM MORE,Independent
S13,20,S13-Maharashtra,20-Dindori,10,GAIKWAD ABHIJEET KALYANRAO,Independent
S13,21,S13-Maharashtra,21-Nashik,1,GODSE HEMANT TUKARAM,Shivsena
S13,21,S13-Maharashtra,21-Nashik,2,CHHAGAN BHUJBAL,Nationalist Congress Party
S13,21,S13-Maharashtra,21-Nashik,3,ADV. TANAJI SUKDEO JAIBHAVE,Communist Party of India  (Marxist)
S13,21,S13-Maharashtra,21-Nashik,4,DINKAR DHARMA PATIL,Bahujan Samaj Party
S13,21,S13-Maharashtra,21-Nashik,5,DR. PRADEEP PAWAR,Maharashtra Navnirman sena
S13,21,S13-Maharashtra,21-Nashik,6,AVHAD MAHESH ZUNJAR,All India Forward Bloc
S13,21,S13-Maharashtra,21-Nashik,7,PATHAN AYUB MADDEKHAN,Indian Union Muslim League
S13,21,S13-Maharashtra,21-Nashik,8,PATHAN SAKHAWATKHA YASINKHA,Bahujan Mukti Party
S13,21,S13-Maharashtra,21-Nashik,9,VIJAY BALIRAM PANDHARE,Aam Aadmi Party
S13,21,S13-Maharashtra,21-Nashik,10,PRAKASH GIRDHAR KANOJE,Independent
S13,21,S13-Maharashtra,21-Nashik,11,PRAMOD GYANIRAM NATHEKAR,Independent
S13,21,S13-Maharashtra,21-Nashik,12,FASALE BABAN NAMDEO,Independent
S13,21,S13-Maharashtra,21-Nashik,13,MAKSUD ILIYAS KHAN,Independent
S13,21,S13-Maharashtra,21-Nashik,14,VISHNU RAMDAS JADHAV,Independent
S13,21,S13-Maharashtra,21-Nashik,15,SARKATE DEVIDAS PIRAJI,Independent
S13,22,S13-Maharashtra,22-Palghar,1,KHARAPADE LADAKYA RUPA,Communist Party of India  (Marxist)
S13,22,S13-Maharashtra,22-Palghar,2,GAVARI SHYAM ANANT,Bahujan Samaj Party
S13,22,S13-Maharashtra,22-Palghar,3,ADV. CHINTAMAN NAVASHA WANGA,Bharatiya Janata Party
S13,22,S13-Maharashtra,22-Palghar,4,DILIP ATMARAM DUMADA,Bahujan Mukti Party
S13,22,S13-Maharashtra,22-Palghar,5,PANDURANG JETHYA PARDHI,Aam Aadmi Party
S13,22,S13-Maharashtra,22-Palghar,6,BALIRAM SUKUR JADHAV,Bahujan Vikas Aaghadi
S13,22,S13-Maharashtra,22-Palghar,7,MOHAN BARKU GUHE,Bharipa Bahujan Mahasangh
S13,22,S13-Maharashtra,22-Palghar,8,KASHINATH LAXMAN KOKERA,Independent
S13,22,S13-Maharashtra,22-Palghar,9,SACHIN DAMODAR SHINGDA,Independent
S13,22,S13-Maharashtra,22-Palghar,10,HARIBHAU SOMA VARTHA,Independent
S13,23,S13-Maharashtra,23-Bhiwandi,1,ANSARI MUMTAZ ABDUL SATAR,Bahujan Samaj Party
S13,23,S13-Maharashtra,23-Bhiwandi,2,KAPIL MORESHWAR PATIL,Bharatiya Janata Party
S13,23,S13-Maharashtra,23-Bhiwandi,3,PATIL VISHWANATH RAMCHANDRA,Indian National Congress
S13,23,S13-Maharashtra,23-Bhiwandi,4,MADHUKAR VITTHAL PATIL,Communist Party of India
S13,23,S13-Maharashtra,23-Bhiwandi,5,SURESH (BALYA MAMA) GOPINATH MHATRE,Maharashtra Navnirman sena
S13,23,S13-Maharashtra,23-Bhiwandi,6,ADV. DR. ANITA BALASAHEB KOLEKAR,Prabuddha Republican Party
S13,23,S13-Maharashtra,23-Bhiwandi,7,ANSARI JALAL ENGINEER,Aam Aadmi Party
S13,23,S13-Maharashtra,23-Bhiwandi,8,ANSARI JAHID MUKHTAR,Bahujan Mukti Party
S13,23,S13-Maharashtra,23-Bhiwandi,9,YOGESH MOTIRAM KATHORE,Bharipa Bahujan Mahasangh
S13,23,S13-Maharashtra,23-Bhiwandi,10,SHAH ABRAR AHMED NAZEER,Peace Party
S13,23,S13-Maharashtra,23-Bhiwandi,11,ENGINEER NAVID BETAB,Independent
S13,23,S13-Maharashtra,23-Bhiwandi,12,SURESH KALURAM JADHAV,Independent
S13,23,S13-Maharashtra,23-Bhiwandi,13,HARISHCHANDRA DATTU PATIL,Independent
S13,24,S13-Maharashtra,24-Kalyan,1,ANAND PRAKASH PARANJPE,Nationalist Congress Party
S13,24,S13-Maharashtra,24-Kalyan,2,KIRATKAR DAYANAND TULSHIRAM,Bahujan Samaj Party
S13,24,S13-Maharashtra,24-Kalyan,3,PRAMOD (RAJU) RATAN PATIL,Maharashtra Navnirman sena
S13,24,S13-Maharashtra,24-Kalyan,4,DR.SHRIKANT EKNATH SHINDE,Shivsena
S13,24,S13-Maharashtra,24-Kalyan,5,ANIL MORE,Bahujan Mukti Party
S13,24,S13-Maharashtra,24-Kalyan,6,NARESH ARVIND THAKUR,Aam Aadmi Party
S13,24,S13-Maharashtra,24-Kalyan,7,BELAMKAR MILIND CHANDRAKANT,Lok Bharati
S13,24,S13-Maharashtra,24-Kalyan,8,BHOSALE SHAMU RAMU,Bharipa Bahujan Mahasangh
S13,24,S13-Maharashtra,24-Kalyan,9,SUDHAKAR NARAYAN SHINDE,Ambedkarite Party of India
S13,24,S13-Maharashtra,24-Kalyan,10,SULOCHANA DHARMENDRA SONKAMBLE,Republican Bahujan Sena
S13,24,S13-Maharashtra,24-Kalyan,11,MOHAMMAD HAMEED SAYYED,Samajwadi Party
S13,24,S13-Maharashtra,24-Kalyan,12,ASMITA PUSHKAR PURANIK,Independent
S13,24,S13-Maharashtra,24-Kalyan,13,MOHAMMED AHMED MUKHTAR KHAN ALIAS AHMED NETA,Independent
S13,24,S13-Maharashtra,24-Kalyan,14,TELGOTE PRAKASH SHAMRAO,Independent
S13,24,S13-Maharashtra,24-Kalyan,15,DILIP PRABHAKAR ALONI (JOSHI),Independent
S13,24,S13-Maharashtra,24-Kalyan,16,MOTE CHANDRAKANT RAMBHAJI,Independent
S13,24,S13-Maharashtra,24-Kalyan,17,SHASHIKANT DADA RASAL,Independent
S13,24,S13-Maharashtra,24-Kalyan,18,SHIVA KRISHNAMURTHY IYAR,Independent
S13,25,S13-Maharashtra,25-Thane,1,ABHIJIT RAMESH PANSE,Maharashtra Navnirman sena
S13,25,S13-Maharashtra,25-Thane,2,KIRTAWADE VIDHYADHAR BHIMRAO,Bahujan Samaj Party
S13,25,S13-Maharashtra,25-Thane,3,SANJEEV GANESH NAIK,Nationalist Congress Party
S13,25,S13-Maharashtra,25-Thane,4,VICHARE RAJAN BABURAO,Shivsena
S13,25,S13-Maharashtra,25-Thane,5,ASHOK SHANKAR JADHAV,Bahujan Mukti Party
S13,25,S13-Maharashtra,25-Thane,6,GOPINATH SAKHARAM MHASKE,Bharipa Bahujan Mahasangh
S13,25,S13-Maharashtra,25-Thane,7,JAIN SURENDRAKUMAR K.,Akhil Bharatiya Jan Sangh
S13,25,S13-Maharashtra,25-Thane,8,NITIN SHANKAR DESHPANDE,Dharmarajya Paksha
S13,25,S13-Maharashtra,25-Thane,9,QAMRUZZAMAN KUTUBALI MINAI,Peace Party
S13,25,S13-Maharashtra,25-Thane,10,RAJU SHRAVAN CHAVAN,Republican Bahujan Sena
S13,25,S13-Maharashtra,25-Thane,11,RAJENDRA GAJBHIYE,Ambedkarite Party of India
S13,25,S13-Maharashtra,25-Thane,12,RATHOD BABUSINGH VASRAM,Maharashtra Parivartan Sena (T)
S13,25,S13-Maharashtra,25-Thane,13,SALMAN AJIMULLAH HASMI,Rashtriya Aam Party
S13,25,S13-Maharashtra,25-Thane,14,SANJEEV VISHNU SANE,Aam Aadmi Party
S13,25,S13-Maharashtra,25-Thane,15,SHRINATH MITHANTHAYA,Hindustan Janta Party
S13,25,S13-Maharashtra,25-Thane,16,ABHAY SUBRAO KULKARNI,Independent
S13,25,S13-Maharashtra,25-Thane,17,SHAFIK AHAMAD SADAT KHAN,Independent
S13,25,S13-Maharashtra,25-Thane,18,TRILOKI GHURAHU YADAV,Independent
S13,25,S13-Maharashtra,25-Thane,19,NAJAKATALI KABIR ANSARI,Independent
S13,25,S13-Maharashtra,25-Thane,20,NARENDRA PRABHASHANKAR PANDEY,Independent
S13,25,S13-Maharashtra,25-Thane,21,BHANUDAS DHOTARE,Independent
S13,25,S13-Maharashtra,25-Thane,22,RAMCHANDRA BHAGOJI GAWADE,Independent
S13,25,S13-Maharashtra,25-Thane,23,VINOD DEEPCHAND GANGWAL,Independent
S13,25,S13-Maharashtra,25-Thane,24,VISHAL DINKAR SALVE,Independent
S13,25,S13-Maharashtra,25-Thane,25,SANJAY DILIP KUMAR DAS,Independent
S13,25,S13-Maharashtra,25-Thane,26,SOHANLAL PUROHIT,Independent
S13,26,S13-Maharashtra,26-Mumbai North,1,GOPAL CHINAYYA SHETTY,Bharatiya Janata Party
S13,26,S13-Maharashtra,26-Mumbai North,2,SINGH ASHOK CHANDRAPAL,Bahujan Samaj Party
S13,26,S13-Maharashtra,26-Mumbai North,3,SANJAY BRIJKISHORLAL NIRUPAM,Indian National Congress
S13,26,S13-Maharashtra,26-Mumbai North,4,ARJUN BALU ARDE,Ambedkarite Party of India
S13,26,S13-Maharashtra,26-Mumbai North,5,GONDANE DIVAKAR LAXMAN,Bharipa Bahujan Mahasangh
S13,26,S13-Maharashtra,26-Mumbai North,6,THORAT SUNIL UTTAMRAO,All India Forward Bloc
S13,26,S13-Maharashtra,26-Mumbai North,7,DINESH SHAH,Sardar Vallabhbhai Patel Party
S13,26,S13-Maharashtra,26-Mumbai North,8,NITIN RAVINDRA RAJVARDHAN,Bahujan Mukti Party
S13,26,S13-Maharashtra,26-Mumbai North,9,PRABHAKARAN G. TITUS,People's Party of India(secular)
S13,26,S13-Maharashtra,26-Mumbai North,10,MOHAMMAD AKHTAR MEHBOOB SHAIKH,Prabuddha Republican Party
S13,26,S13-Maharashtra,26-Mumbai North,11,YADAV KAMLESH SHOBHNATH,Samajwadi Party
S13,26,S13-Maharashtra,26-Mumbai North,12,SAKHARAM PANDURANG DUNGHAV,Maharashtra Parivartan Sena (T)
S13,26,S13-Maharashtra,26-Mumbai North,13,SATISH PARASMAL JAIN,Aam Aadmi Party
S13,26,S13-Maharashtra,26-Mumbai North,14,HAJI AKHTAR PAPERWALA,Independent
S13,26,S13-Maharashtra,26-Mumbai North,15,ARJUN CHAUDHARY,Independent
S13,26,S13-Maharashtra,26-Mumbai North,16,KAPIL KANTILAL SONI,Independent
S13,26,S13-Maharashtra,26-Mumbai North,17,PRASHANT NARSINH KHARATMAL,Independent
S13,26,S13-Maharashtra,26-Mumbai North,18,MILIND SHANKAR REPE,Independent
S13,26,S13-Maharashtra,26-Mumbai North,19,SHAIKH FATEH MOHAMMAD,Independent
S13,26,S13-Maharashtra,26-Mumbai North,20,SATYAVIJAY VITHOBA CHAVAN,Independent
S13,26,S13-Maharashtra,26-Mumbai North,21,SUBODH G. RANJAN,Independent
S13,27,S13-Maharashtra,27-Mumbai North West,1,KAMAT GURUDAS VASANT,Indian National Congress
S13,27,S13-Maharashtra,27-Mumbai North West,2,GAJANAN CHANDRAKANT KIRTIKAR,Shivsena
S13,27,S13-Maharashtra,27-Mumbai North West,3,BHOLE PUSHPA MILIND,Bahujan Samaj Party
S13,27,S13-Maharashtra,27-Mumbai North West,4,MAHESH WAMAN MANJREKAR,Maharashtra Navnirman sena
S13,27,S13-Maharashtra,27-Mumbai North West,5,PRAVIN  CHANDRAKANT  KAURPURIYA,Hindustan Swaraj Congress Party
S13,27,S13-Maharashtra,27-Mumbai North West,6,MAYANK RAMESH GANDHI,Aam Aadmi Party
S13,27,S13-Maharashtra,27-Mumbai North West,7,MOHAN  GALVANKAR,The Lok Party of India
S13,27,S13-Maharashtra,27-Mumbai North West,8,MANGESH MADHUKAR HUMNE,Bahujan Mukti Party
S13,27,S13-Maharashtra,27-Mumbai North West,9,RAKHI SAWANT,Rashtriya Aam Party
S13,27,S13-Maharashtra,27-Mumbai North West,10,VIJAYANAND  SHANKARRAO  SHINDE,Hindusthan Nirman Dal
S13,27,S13-Maharashtra,27-Mumbai North West,11,NITIN H.  KHARE,Independent
S13,27,S13-Maharashtra,27-Mumbai North West,12,PRATIK  PRABHAKAR  TORASKAR,Independent
S13,27,S13-Maharashtra,27-Mumbai North West,13,RINA  MAHENDRAKUMAR  ZAVERI,Independent
S13,27,S13-Maharashtra,27-Mumbai North West,14,SONKAMBLE  GAJANAN  TUKARAM,Independent
S13,28,S13-Maharashtra,28-Mumbai North East,1,KIRIT  SOMAIYA,Bharatiya Janata Party
S13,28,S13-Maharashtra,28-Mumbai North East,2,MATCHINDRA  HANUMANTRAO CHATE,Bahujan Samaj Party
S13,28,S13-Maharashtra,28-Mumbai North East,3,SANJAY DINA PATIL,Nationalist Congress Party
S13,28,S13-Maharashtra,28-Mumbai North East,4,PROF. AVINASH DOLAS,Bharipa Bahujan Mahasangh
S13,28,S13-Maharashtra,28-Mumbai North East,5,TUKARAM BABURAO MANE,Bahujan Mukti Party
S13,28,S13-Maharashtra,28-Mumbai North East,6,PRAKASH SADASHIV PANCHARAS,Maharashtra Parivartan Sena (T)
S13,28,S13-Maharashtra,28-Mumbai North East,7,PRASHANT DNYANESHWAR GANGAWANE,Prabuddha Republican Party
S13,28,S13-Maharashtra,28-Mumbai North East,8,MEDHA PATKAR,Aam Aadmi Party
S13,28,S13-Maharashtra,28-Mumbai North East,9,SAYED GULAMHUSAIN  AMIRHAMZA,Republican Party of India
S13,28,S13-Maharashtra,28-Mumbai North East,10,HAYAT ABDULLAH SHAIKH,Indian Union Muslim League
S13,28,S13-Maharashtra,28-Mumbai North East,11,ADV. AMARSEN BABURAO BABAR,Independent
S13,28,S13-Maharashtra,28-Mumbai North East,12,ANANDA   SAKHARAM  BHALERAO,Independent
S13,28,S13-Maharashtra,28-Mumbai North East,13,KHAN SHAMIM BANU,Independent
S13,28,S13-Maharashtra,28-Mumbai North East,14,TUPSOUNDARYA SUNITA MOHAN,Independent
S13,28,S13-Maharashtra,28-Mumbai North East,15,DEEPAK DIGAMBAR SHINDE,Independent
S13,28,S13-Maharashtra,28-Mumbai North East,16,FIROZ AHMED SIDDIQUI,Independent
S13,28,S13-Maharashtra,28-Mumbai North East,17,BANSODE DILIP BAPU,Independent
S13,28,S13-Maharashtra,28-Mumbai North East,18,SABIR MEHANDI HASAN,Independent
S13,28,S13-Maharashtra,28-Mumbai North East,19,SANJAY SAOJI DESHPANDE,Independent
S13,29,S13-Maharashtra,29-Mumbai North central,1,SHINDE ANAND VYANKATRAO,Bahujan Samaj Party
S13,29,S13-Maharashtra,29-Mumbai North central,2,DUTT PRIYA SUNIL,Indian National Congress
S13,29,S13-Maharashtra,29-Mumbai North central,3,POONAM MAHAJAN ALIAS POONAM VAJENDLA RAO,Bharatiya Janata Party
S13,29,S13-Maharashtra,29-Mumbai North central,4,AZIMUDDIN KHAN,The Lok Party of India
S13,29,S13-Maharashtra,29-Mumbai North central,5,ABU FARHAN AZMI,Samajwadi Party
S13,29,S13-Maharashtra,29-Mumbai North central,6,ASHOK KISAN LOKHANDE,Republican Party of India
S13,29,S13-Maharashtra,29-Mumbai North central,7,UMESH SONBA AVHAD,Maharashtra Parivartan Sena (T)
S13,29,S13-Maharashtra,29-Mumbai North central,8,NIYAZ AHMED ALLAUDDIN SHAIKH,Awami Vikas Party
S13,29,S13-Maharashtra,29-Mumbai North central,9,PHIROZE PALKHIVALA,Aam Aadmi Party
S13,29,S13-Maharashtra,29-Mumbai North central,10,BIRJE HEMANT ANANT,All India Forward Bloc
S13,29,S13-Maharashtra,29-Mumbai North central,11,MEHER A. MALLICK,Bahujan Mukti Party
S13,29,S13-Maharashtra,29-Mumbai North central,12,MOHAMMED RAFIK HUSSAIN SHAIKH,National Loktantrik Party
S13,29,S13-Maharashtra,29-Mumbai North central,13,UPESH M. BARIA,Independent
S13,29,S13-Maharashtra,29-Mumbai North central,14,GUPTA KANHAIYALAL RAJARAM,Independent
S13,29,S13-Maharashtra,29-Mumbai North central,15,CHAWAN SURYAKANT GANGARAM,Independent
S13,29,S13-Maharashtra,29-Mumbai North central,16,DINESH PHULSING RATHOD,Independent
S13,29,S13-Maharashtra,29-Mumbai North central,17,FRANCIS LAWRENCE FERNANDES,Independent
S13,29,S13-Maharashtra,29-Mumbai North central,18,MINAKSHI MUKUND JADHAV,Independent
S13,29,S13-Maharashtra,29-Mumbai North central,19,SHITAL KUMAR JAIN,Independent
S13,29,S13-Maharashtra,29-Mumbai North central,20,SURESH GIGA DABHI,Independent
S13,29,S13-Maharashtra,29-Mumbai North central,21,SANJU VERMA,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,1,ADV.AIYYAR GANESH,Bahujan Samaj Party
S13,30,S13-Maharashtra,30-Mumbai South central,2,ADITYA RAJAN SHIRODKAR,Maharashtra Navnirman sena
S13,30,S13-Maharashtra,30-Mumbai South central,3,EKNATH M. GAIKWAD,Indian National Congress
S13,30,S13-Maharashtra,30-Mumbai South central,4,RAHUL RAMESH SHEWALE,Shivsena
S13,30,S13-Maharashtra,30-Mumbai South central,5,ABBAS HUSSAIN SHAIKH,Samajwadi Party
S13,30,S13-Maharashtra,30-Mumbai South central,6,ASLAM HANIF KHOT,Peace Party
S13,30,S13-Maharashtra,30-Mumbai South central,7,SANGHAPAL HIRACHAND GADEKAR,Ambedkarite Party of India
S13,30,S13-Maharashtra,30-Mumbai South central,8,SUNDAR BALAKRISHNAN,Aam Aadmi Party
S13,30,S13-Maharashtra,30-Mumbai South central,9,HUSSAIN AKBAR SAYYED,Bahujan Mukti Party
S13,30,S13-Maharashtra,30-Mumbai South central,10,CLIFFORD MARTIS,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,11,KHAN SIRAJ AHMED,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,12,GANESH BHIMRAO BUDHE,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,13,DILIP GAIKWAD,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,14,MR. NADAR SELVAKUMAR PERIMBRAJ,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,15,NAMDEV SAHEBRAO SABLE,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,16,NOOR MOHAMMAD SAHEB RAJA KHAN,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,17,PAL JITENDRA KUMAR,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,18,MAHENDRA TULSHIRAM BHINGARDIVE,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,19,MOIN SOHAIL SAYYED,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,20,ADV.VAISHALI SURENDRA BORDE,Independent
S13,30,S13-Maharashtra,30-Mumbai South central,21,SHINDE SARJERAO MAHADEV,Independent
S13,31,S13-Maharashtra,31-Mumbai   South,1,ABDUS SALAM KHAN  QASMI,Bahujan Samaj Party
S13,31,S13-Maharashtra,31-Mumbai   South,2,ARVIND SAWANT,Shivsena
S13,31,S13-Maharashtra,31-Mumbai   South,3,DEORA MILIND MURLI,Indian National Congress
S13,31,S13-Maharashtra,31-Mumbai   South,4,PRAKASH REDDY,Communist Party of India
S13,31,S13-Maharashtra,31-Mumbai   South,5,BALA NANDGAONKAR,Maharashtra Navnirman sena
S13,31,S13-Maharashtra,31-Mumbai   South,6,BAIG MIRZA KALIM,The Lok Party of India
S13,31,S13-Maharashtra,31-Mumbai   South,7,MEERA SANYAL,Aam Aadmi Party
S13,31,S13-Maharashtra,31-Mumbai   South,8,SHAHZAD SHAMSHER KHAN PATHAN,Awami Vikas Party
S13,31,S13-Maharashtra,31-Mumbai   South,9,SHEHBAJ RATHOD,Jai Maha Bharath Party
S13,31,S13-Maharashtra,31-Mumbai   South,10,SACHIN PAWAR,Bahujan Mukti Party
S13,31,S13-Maharashtra,31-Mumbai   South,11,ABDUL LATIF ABDUL KADAR SHAIKH,Independent
S13,31,S13-Maharashtra,31-Mumbai   South,12,DR. OMRAJ L. RATHOD,Independent
S13,31,S13-Maharashtra,31-Mumbai   South,13,KATARIA JITENDRA KAMABHAI,Independent
S13,31,S13-Maharashtra,31-Mumbai   South,14,GAURAV SHARMA,Independent
S13,31,S13-Maharashtra,31-Mumbai   South,15,JAHEDA MOHAMMED HANIF SHAIKH,Independent
S13,31,S13-Maharashtra,31-Mumbai   South,16,FARNANDES SANTAN,Independent
S13,31,S13-Maharashtra,31-Mumbai   South,17,BASIT FAITH,Independent
S13,31,S13-Maharashtra,31-Mumbai   South,18,RATAN DEVRAM BODKE,Independent
S13,31,S13-Maharashtra,31-Mumbai   South,19,RAJENDRA DAULAT DESAI,Independent
S13,31,S13-Maharashtra,31-Mumbai   South,20,SHANKAR  SONAWANE,Independent
S13,32,S13-Maharashtra,32-Raigad,1,ANANT GEETE,Shivsena
S13,32,S13-Maharashtra,32-Raigad,2,TATKARE SUNIL DATTATREY,Nationalist Congress Party
S13,32,S13-Maharashtra,32-Raigad,3,YASHWANT JAYRAM GAIKWAD,Bahujan Samaj Party
S13,32,S13-Maharashtra,32-Raigad,4,DR. APARANTI SANJAY YASHWANT,Aam Aadmi Party
S13,32,S13-Maharashtra,32-Raigad,5,AZIZ ABDUL KADIR MUKADAM,Samajwadi Party
S13,32,S13-Maharashtra,32-Raigad,6,DR. GHONE ADESH YASHAWANT,Bahujan Mukti Party
S13,32,S13-Maharashtra,32-Raigad,7,RAMESHBHAI KADAM,Peasants And Workers Party of India
S13,32,S13-Maharashtra,32-Raigad,8,SANDEEP PANDURANG PARTE,Hindustan Janta Party
S13,32,S13-Maharashtra,32-Raigad,9,MUZZAFAR JAINUDDIN CHAUDHARI  ALIAS MODI,Independent
S13,32,S13-Maharashtra,32-Raigad,10,SUNIL TATKARE,Independent
S13,33,S13-Maharashtra,33-Maval,1,BHIMAPUTRA TEXAS GAIKWAD,Bahujan Samaj Party
S13,33,S13-Maharashtra,33-Maval,2,NARWEKAR RAHUL SURESH,Nationalist Congress Party
S13,33,S13-Maharashtra,33-Maval,3,APPA ALIAS SHRIRANG CHANDU BARNE,Shivsena
S13,33,S13-Maharashtra,33-Maval,4,GHARAT SANTOSH ROHIDAS,Bahujan Mukti Party
S13,33,S13-Maharashtra,33-Maval,5,JAGTAP LAXMANBHAU PANDURANG,Peasants And Workers Party of India
S13,33,S13-Maharashtra,33-Maval,6,BARNE SHRIRANG CHIMAJI,Janata Dal  (United)
S13,33,S13-Maharashtra,33-Maval,7,BHAPKAR MARUTI SAHEBRAO,Aam Aadmi Party
S13,33,S13-Maharashtra,33-Maval,8,SIMA DHARMANNA MANIKADI,Prabuddha Republican Party
S13,33,S13-Maharashtra,33-Maval,9,ABHIJIT ANIL APTE,Independent
